posicionador_noun	positioner_noun
elaine_propernoun	elaine_propernoun
juxtaposar_verb	juxtapose_verb
editable_adjective	editable_adjective
adoctrinar_verb	indoctrinate_verb
realitzar_verb	make_verb
culpa_noun	fault_noun
cel_noun	sky_noun
denunciar_verb	report_verb
visitar_verb	tour_verb
majoritàriament_adverb	for-the-most-part_adverb
tristin_propernoun	tristin_propernoun
bofill-mas_propernoun	bofill-mas_propernoun
segregacionisme_noun	segregationism_noun
gadamer_propernoun	gadamer_propernoun
townshend_propernoun	townshend_propernoun
de-forma-segura_adverb	safely_adverb
melanchthon_propernoun	melanchthon_propernoun
manrique_propernoun	manrique_propernoun
extermini_noun	extermination_noun
desacord_noun	disagreement_noun
clau_adjective	key_adjective
amorós_adjective	loving_adjective
ygraine_propernoun	ygraine_propernoun
subjecte_noun	subject_noun
plat_noun	plate_noun
per-si-de-cas_adverb	just-to-be-safe_adverb
a-mig-camí_adverb	half-of-the-way_adverb
domàs_noun	damask_noun
eutanàsia_noun	euthanasia_noun
sistemàtic_adjective	systemic_adjective
contactar_verb	network_verb
atac_noun	stroke_noun
elèctrode_noun	electrode_noun
victor-hugo_propernoun	victor-hugo_propernoun
gènic_adjective	genic_adjective
monette_propernoun	monette_propernoun
marcet_propernoun	marcet_propernoun
immunotoxina_noun	immunotoxin_noun
juan-jesús-vivas-lara_propernoun	juan-jesús-vivas-lara_propernoun
carmelo_propernoun	carmelo_propernoun
cuir_noun	leather_noun
turcotte_propernoun	turcotte_propernoun
mekhi_propernoun	mekhi_propernoun
dintre_adverb	inside_adverb
sol·licitud_noun	appeal_noun
tanguay_propernoun	tanguay_propernoun
dara_propernoun	dara_propernoun
calcita_noun	calcite_noun
borsa_noun	stock-exchange_noun
bobbitt_propernoun	bobbitt_propernoun
costura_noun	sewing_noun
enorme_adjective	tremendous_adjective
hersilia_propernoun	hersilia_propernoun
salustio_propernoun	salustio_propernoun
cianohidrina_noun	cyanohydrin_noun
lahache_propernoun	lahache_propernoun
brossa_noun	rubbish_noun
born_noun	terminal_noun
exaltació_noun	exaltation_noun
sevilla_propernoun	sevilla_propernoun
ventadora_noun	winnover_noun
lovelace_propernoun	lovelace_propernoun
tirànic_adjective	tyrannical_adjective
habitable_adjective	habitable_adjective
shedrick_propernoun	shedrick_propernoun
a-preu-reduït_adverb	at-a-reduced-price_adverb
amb-aquests-mitjans_adverb	by-this-means_adverb
claverol_propernoun	claverol_propernoun
esmorzar_verb	have-lunch_verb
presentar_verb	present_verb
jarvis_propernoun	jarvis_propernoun
destrempament_noun	dehardening_noun
keyon_propernoun	keyon_propernoun
admirablement_adverb	impressively_adverb
temperar_verb	temper_verb
lexi_propernoun	lexi_propernoun
sierra-leone_propernoun	sierra-leone_propernoun
paulo_propernoun	paulo_propernoun
capital_adjective	capital_adjective
blat_noun	wheat_noun
chauvin_propernoun	chauvin_propernoun
globalització_noun	globalization_noun
massa_adverb	too-many_adverb
ginesta_propernoun	ginesta_propernoun
samari_noun	samarium_noun
immediatament_adverb	at-once_adverb
osteòlosi_noun	osteolysis_noun
antena_noun	antenna_noun
teleologisme_noun	teleologism_noun
seda_noun	silk_noun
summe_adjective	great_adjective
longval_propernoun	longval_propernoun
estefania-de-mònaco_propernoun	stéphanie-of-monaco_propernoun
guillermina_propernoun	guillermina_propernoun
constància_noun	proof_noun
ilbert_propernoun	ilbert_propernoun
hobbes_propernoun	hobbes_propernoun
federigo_propernoun	federigo_propernoun
bluetooth_propernoun	bluetooth_propernoun
costós_adjective	costly_adjective
segle_noun	century_noun
antisimètric_adjective	antisymmetric_adjective
espinar_propernoun	espinar_propernoun
coppola_propernoun	coppola_propernoun
batallar_verb	battle_verb
inconscientment_adverb	unknowingly_adverb
obert_adjective	open_adjective
especulativament_adverb	speculatively_adverb
hounsell_propernoun	hounsell_propernoun
vesuvianita_noun	vesuvianite_noun
sanatori_noun	sanatorium_noun
stacey_propernoun	stacey_propernoun
iemen_propernoun	yemen_propernoun
commutatiu_adjective	commutative_adjective
anne-marie_propernoun	anne-marie_propernoun
omella_propernoun	omella_propernoun
campillos_propernoun	campillos_propernoun
pavia_propernoun	pavia_propernoun
minvant_adjective	diminishing_adjective
land-rover_propernoun	land-rover_propernoun
seriosament_adverb	seriously-now_adverb
protogènic_adjective	protogenic_adjective
darren_propernoun	darren_propernoun
golf-pèrsic_propernoun	persian-gulf_propernoun
vivacitat_noun	liveliness_noun
quatre-centè_adjective	four-hundredth_adjective
hamza_propernoun	hamza_propernoun
guerrero_propernoun	guerrero_propernoun
isbel_propernoun	isbel_propernoun
còndor_noun	condor_noun
executar_verb	run_verb
caernarfon_propernoun	caernarfon_propernoun
cimera_noun	summit_noun
excarceració_noun	release_noun
courville_propernoun	courville_propernoun
si-és-necessari_adverb	if-necessary_adverb
viladot_propernoun	viladot_propernoun
tora_propernoun	tora_propernoun
isoantigen_noun	isoantigen_noun
pedocal_noun	pedocal_noun
farkas_propernoun	farkas_propernoun
correlatiu_adjective	correlated_adjective
sepulveda_propernoun	sepulveda_propernoun
teocràcia-de-l'orient-mitjà_noun	middle-east-theocracy_noun
dijous-vinent_adverb	next-thursday_adverb
astròleg_noun	astrologist_noun
potencialment_adverb	potentially_adverb
sybill_propernoun	sybill_propernoun
discoteca_noun	disco_noun
hidrofòbia_noun	hydrophobia_noun
ciccone_propernoun	ciccone_propernoun
escamós_adjective	flaky_adjective
buna_noun	buna_noun
regent_noun	regent_noun
monocromador_noun	monochromator_noun
maravillas_propernoun	maravillas_propernoun
cor_noun	heart_noun
incognoscible_adjective	unknowable_adjective
nutritivament_adverb	nutritionally_adverb
fitòfag_adjective	phytophagous_adjective
vet-aquí_adverb	lo-and-behold_adverb
robledo_propernoun	robledo_propernoun
trofeu_noun	trophy_noun
cloroform_noun	chloroform_noun
justino_propernoun	justino_propernoun
léonie_propernoun	léonie_propernoun
psiquiàtric_adjective	psychiatric_adjective
circumnavegació_noun	circumnavigation_noun
a-dalt_adverb	on-top_adverb
etxebarria_propernoun	etxebarria_propernoun
fregament_noun	friction_noun
espintrònica_noun	spintronics_noun
agassi_propernoun	agassi_propernoun
campíns_propernoun	campíns_propernoun
hussein_propernoun	hussein_propernoun
denunciant_noun	denouncer_noun
seroteràpia_noun	serotherapy_noun
osteosclerosi_noun	osteosclerosis_noun
sindicalista_noun	trade-unionist_noun
inundar_verb	swamp_verb
graella_noun	grill_noun
traïdor_adjective	treacherous_adjective
cristall_noun	glass_noun
slavík_propernoun	slavík_propernoun
zuse_propernoun	zuse_propernoun
polinucleosi_noun	polynucleosis_noun
massimiliano_propernoun	massimiliano_propernoun
luís_propernoun	luís_propernoun
descansar_verb	rest_verb
colleen_propernoun	colleen_propernoun
informar_verb	inform_verb
depeche-mode_propernoun	depeche-mode_propernoun
emanar_verb	emanate_verb
analfabet_noun	illiterate_noun
fora_adverb	away_adverb
dispnea_noun	dyspnea_noun
aculturació_noun	acculturation_noun
empresonar_verb	incarcerate_verb
el·líptic_adjective	elliptic_adjective
llaurada_noun	ploughing_noun
fill-de-puta_noun	son-of-a-bitch_noun
transfusió_noun	transfusion_noun
plànol_noun	layout_noun
evolucionar_verb	evolve_verb
paral·lelament_adverb	simultaneously_adverb
assequible_adjective	affordable_adjective
difusionisme_noun	diffusionism_noun
saillant_propernoun	saillant_propernoun
lanctôt_propernoun	lanctôt_propernoun
centròcit_noun	centrocyte_noun
alegrar_verb	gladden_verb
sort_noun	luck_noun
morató_propernoun	morató_propernoun
lescarbeau_propernoun	lescarbeau_propernoun
publicar_verb	publish_verb
havent-ho-considerat-tot_adverb	all-things-considered_adverb
sotsdirecció_noun	subdepartment_noun
padrosa_propernoun	padrosa_propernoun
mucílag_noun	mucilage_noun
indolor_adjective	painless_adjective
un-moment_adverb	for-a-moment_adverb
jidith_propernoun	jidith_propernoun
vernís_noun	varnish_noun
mieloma_noun	myeloma_noun
increïble_adjective	incredible_adjective
segons_preposition	according-to_preposition
evocar_verb	evoke_verb
breu_adjective	brief_adjective
rotatiu_adjective	rotational_adjective
sol_adjective	single_adjective
quin_adjective	what_adjective
quin_interrogativepronoun	what_interrogativepronoun
quin_adjective	what_adjective
quin_pronoun	what_pronoun
quin_adjective	what_adjective
quin_interrogativepronoun	what_interrogativepronoun
brossa_propernoun	brossa_propernoun
longpré_propernoun	longpré_propernoun
modularitat_noun	modularity_noun
pareras_propernoun	pareras_propernoun
italina_propernoun	italina_propernoun
pis_noun	floor_noun
pal-de-fregar_noun	mop_noun
tòtem_noun	totem_noun
peridot_noun	peridot_noun
rabionet_propernoun	rabionet_propernoun
reine_propernoun	reine_propernoun
cap-a-l'hora-de-dinar_adverb	around-lunchtime_adverb
pascuala_propernoun	pascuala_propernoun
anemograma_noun	anemogram_noun
injustícia_noun	injustice_noun
hipsografia_noun	hypsography_noun
floriano_propernoun	floriano_propernoun
sèmola_noun	semolina_noun
cors_adjective	corsican_adjective
zoie_propernoun	zoie_propernoun
per-mandat-judicial_adverb	by-judicial-mandate_adverb
afany_noun	eagerness_noun
surroca_propernoun	surroca_propernoun
mas-i-pons_propernoun	mas-i-pons_propernoun
ferida_noun	wound_noun
pujadas_propernoun	pujadas_propernoun
integració-social_noun	desegregation_noun
cordell_propernoun	cordell_propernoun
imaginar_verb	imagine_verb
petxina_noun	seashell_noun
medul·la_noun	medulla_noun
asimètric_adjective	asymmetric_adjective
dreyfus_propernoun	dreyfus_propernoun
alexandre-el-gran_propernoun	alexander-the-great_propernoun
abud_propernoun	abud_propernoun
bagés_propernoun	bagés_propernoun
sasseville_propernoun	sasseville_propernoun
alucio_propernoun	alucio_propernoun
casanellas_propernoun	casanellas_propernoun
aquest_determiner	this_determiner
aquest_demonstrativepronoun	this_demonstrativepronoun
aquest_pronoun	this_pronoun
aquest_determiner	this_determiner
aquest_determiner	this_determiner
aquest_demonstrativepronoun	this_demonstrativepronoun
lelièvre_propernoun	lelièvre_propernoun
francina_propernoun	francina_propernoun
contradenúncia_noun	counterclaim_noun
miguel-de-los-santos_propernoun	miguel-de-los-santos_propernoun
enganyar_verb	dupe_verb
modern_adjective	state-of-the-art_adjective
valorar_verb	appraise_verb
pitt_propernoun	pitt_propernoun
equipolent_adjective	equipollent_adjective
vallespí_propernoun	vallespí_propernoun
ribera_noun	riverside_noun
escolàstic_noun	scholasticism_noun
rebotar_verb	rebound_verb
buscar_verb	look-for_verb
agregar_verb	add_verb
tàctic_adjective	tactical_adjective
placa_noun	plaque_noun
metamorfisme_noun	metamorphism_noun
d'aquell-dia-ençà_adverb	from-that-day-on_adverb
justícia_noun	justice_noun
sensacionalista_adjective	sensationalistic_adjective
sihanuk_propernoun	sihanouk_propernoun
portabilitat_noun	portability_noun
abans-de-res_adverb	before-everything_adverb
ervino_propernoun	ervino_propernoun
estoig_noun	case_noun
marcio_propernoun	marcio_propernoun
osteoporosi_noun	osteoporosis_noun
llimona_propernoun	llimona_propernoun
copiós_adjective	copious_adjective
encapsular_verb	encapsulate_verb
victoria_propernoun	victoria_propernoun
avançada_noun	outpost_noun
aiyana_propernoun	aiyana_propernoun
entrar_verb	enter_verb
míldiu_noun	mildew_noun
curiosament_adverb	curiously_adverb
biplà_noun	biplane_noun
kate_propernoun	kate_propernoun
gres_noun	sandstone_noun
subirá_propernoun	subirá_propernoun
ordalia_noun	ordeal_noun
conservatori_noun	conservatory_noun
balboa_propernoun	balboa_propernoun
petion_propernoun	petion_propernoun
devarennes_propernoun	devarennes_propernoun
inodor_adjective	odourless_adjective
sabata_propernoun	sabata_propernoun
pressupòsit_noun	supposition_noun
duració_noun	length_noun
certament_adverb	certainly_adverb
reyna_propernoun	reyna_propernoun
grafologia_noun	graphology_noun
disciplina_noun	discipline_noun
saint-saëns_propernoun	saint-saëns_propernoun
en-tots-els-respectes_adverb	in-every-respect_adverb
enorme_adjective	huge_adjective
anaeròbic_adjective	anaerobic_adjective
evonne_propernoun	evonne_propernoun
práxedes_propernoun	práxedes_propernoun
llana_noun	wool_noun
gregonio_propernoun	gregonio_propernoun
ocel_noun	ocellus_noun
gesticulació_noun	gesticulation_noun
mathye_propernoun	mathye_propernoun
reisme_noun	reism_noun
dylon_propernoun	dylon_propernoun
coallier_propernoun	coallier_propernoun
administrador_noun	administrator_noun
masteler_noun	topmast_noun
malouin_propernoun	malouin_propernoun
zenital_adjective	zenithal_adjective
hilary_propernoun	hilary_propernoun
empastellament_noun	pieing_noun
mocador_noun	handkerchief_noun
canals_propernoun	canals_propernoun
tornés_propernoun	tornés_propernoun
adéu_noun	goodbye_noun
julio_propernoun	julio_propernoun
de-lacaille_propernoun	de-lacaille_propernoun
acuïtat_noun	acuity_noun
documental_noun	documentary_noun
marcos-da-portela_propernoun	marcos-da-portela_propernoun
lombarte_propernoun	lombarte_propernoun
battisti_propernoun	battisti_propernoun
satisfactòriament_adverb	satisfactorily_adverb
en-el-lloc-adequat_adverb	in-the-right-place_adverb
computacional_adjective	computational_adjective
totemisme_noun	totemism_noun
giampaolo_propernoun	giampaolo_propernoun
organosòl_noun	organosol_noun
telèfon-sense-fil_noun	cordless-phone_noun
incisiva_noun	incisor_noun
cousineau_propernoun	cousineau_propernoun
fresc_adjective	fresh_adjective
americà_adjective	american_adjective
component_noun	component_noun
clever_propernoun	clever_propernoun
esfenoïdotomia_noun	sphenoidotomy_noun
mejia_propernoun	mejia_propernoun
reunir_verb	rejoin_verb
diane_propernoun	diane_propernoun
neurohipòfisi_noun	neurohypophysis_noun
sense-cap-raó-particular_adverb	for-no-particular-reason_adverb
peptització_noun	peptisation_noun
vora_noun	edge_noun
pregon_adjective	deep_adjective
bureta_noun	buret_noun
audiometria_noun	audiometry_noun
sistema-operatiu_noun	operating-system_noun
quotidià_adjective	daily_adjective
sobieski_propernoun	sobieski_propernoun
oportunament_adverb	opportunely_adverb
a-l'est_adverb	east_adverb
mackenna_propernoun	mackenna_propernoun
piers_propernoun	piers_propernoun
telecomunicació_noun	telecom_noun
germanastre_noun	stepsister_noun
sard_noun	sardinian_noun
grafometria_noun	graphometry_noun
facsímil_noun	facsimile_noun
per-majoria_adverb	by-a-majority_adverb
equilibratge_noun	balancing_noun
estroboscopi_noun	stroboscope_noun
myra_propernoun	myra_propernoun
afectuosament_adverb	best-wishes_adverb
vampir_noun	vampire_noun
adipoblast_noun	adipoblast_noun
amistosament_adverb	amicably_adverb
rosero_propernoun	rosero_propernoun
fins-a_preposition	up-to_preposition
el-correo_propernoun	el-correo_propernoun
lilly_propernoun	lilly_propernoun
miàlgia_noun	myalgia_noun
terriblement_adverb	terribly_adverb
coolidge_propernoun	coolidge_propernoun
termocromisme_noun	thermochromism_noun
tardio_propernoun	tardio_propernoun
agathe_propernoun	agathe_propernoun
bràctea_noun	bract_noun
jarod_propernoun	jarod_propernoun
kovács_propernoun	kovács_propernoun
lanza_propernoun	lanza_propernoun
derivar_verb	derive_verb
lateral_noun	side_noun
brionna_propernoun	brionna_propernoun
sandalio_propernoun	sandalio_propernoun
burocràtic_adjective	bureaucratic_adjective
dimopoulos_propernoun	dimopoulos_propernoun
evangelino_propernoun	evangelino_propernoun
teòricament_adverb	notionally_adverb
quinzenal_adjective	twice-weekly_adjective
ludolfo_propernoun	ludolfo_propernoun
arkote_propernoun	arkote_propernoun
apartar_verb	put-aside_verb
momentani_adjective	momentary_adjective
desemmascarar_verb	unmask_verb
prudence_propernoun	prudence_propernoun
arquer_noun	archer_noun
dependència_noun	dependency_noun
desboscar_verb	deforest_verb
granit_noun	granite_noun
bielsa_propernoun	bielsa_propernoun
regla_noun	rule_noun
contractura_noun	contracture_noun
desconsiderat_adjective	inconsiderate_adjective
yair_propernoun	yair_propernoun
parir_verb	bear_verb
marge-de-temps_noun	timeframe_noun
custódio_propernoun	custódio_propernoun
mónica_propernoun	mónica_propernoun
radicand_noun	radicand_noun
bazin_propernoun	bazin_propernoun
per-ser-justos_adverb	to-be-fair_adverb
isoterm_adjective	isothermal_adjective
argot_noun	slang_noun
extraterrestre_noun	alien_noun
revitalització_noun	revitalisation_noun
choinière_propernoun	choinière_propernoun
fenici_noun	phoenician_noun
vençut_adjective	defeated_adjective
til·ler_noun	linden_noun
gárate_propernoun	gárate_propernoun
descriptivisme_noun	descriptionism_noun
pink-floyd_propernoun	pink-floyd_propernoun
benèfic_adjective	charitable_adjective
aleatòriament_adverb	randomly_adverb
fixar_verb	affix_verb
zaria_propernoun	zaria_propernoun
asselin_propernoun	asselin_propernoun
secundina_propernoun	secundina_propernoun
set_numeral	seven_numeral
patrimoni_noun	heritage_noun
atol_noun	atoll_noun
desinfectar_verb	disinfect_verb
otter_propernoun	otter_propernoun
inútilment_adverb	vainly_adverb
inalterat_adjective	unchanged_adjective
menyspreador_adjective	scornful_adjective
