Torfaen,Torfaen,properNoun
capten,captain,noun
megina,use bellows,verb
cysgbair,narcotic,noun
Josh,Josh,properNoun
galluogi,empower,verb
gorsaf bysiau,bus station,noun
rhagosodol,default,adjective
llanw,incoming tide,noun
Muhammed,Muhammed,properNoun
cyfartalu,equalise,verb
stopio,stop,verb
mwyn,sake,noun
ailadeiladu,rebuild,verb
cnawdoli,incarnate,verb
meddyginiaethu,treat,verb
Madison,Madison,properNoun
araith,speech,noun
cynhyrchiant,production,noun
clunhecio,hobble,verb
fesul gair,word by word,adverb
Panamâ,Panama,properNoun
pesimistiaeth,pessimism,noun
bugunad,bellow,verb
gweithrediaeth,executive,noun
nodweddu,characterise,verb
grŵp,group,noun
haul,sun,noun
coginio,cook,verb
mewnsylliad,introspection,noun
Walker,Walker,properNoun
cynnau tân,light a fire,verb
Ismael,Ismael,properNoun
brwd,hot,adjective
eithriad,exception,noun
Ella,Ella,properNoun
moethus,luxurious,adjective
camfeddwl,misapprehend,verb
emosiynol,emotional,adjective
Carla,Carla,properNoun
Urdd,Urdd,properNoun
niwtraliaeth,neutrality,noun
drygu,wrong,verb
bywiogi,animate,verb
Gavin,Gavin,properNoun
cwrian,cower,verb
mwmi,mummy,noun
Iràn,Iran,properNoun
plot,plot,noun
pecynnwr,packager,noun
darnodi,denote,verb
cydfarnu,judge jointly,verb
posib,possible,adjective
Fiona,Fiona,properNoun
gesio,guess,verb
Tokyo,Tokyo,properNoun
tetromino,tetromino,noun
cyfodi,lift,verb
daear,earth,noun
bathu,coin,verb
'na,there,adverb
dirprwyaeth,delegation,noun
uniondeb,straightness,noun
rhywfaint,somewhat,adverb
anrhegu,present,verb
Heidi,Heidi,properNoun
athronyddu,philosophise,verb
adolygu,review,verb
Llanrwst,Llanrwst,properNoun
hogi,whet,verb
Symond,Symond,properNoun
barnwr,judge,noun
Burkina Faso,Burkina Faso,properNoun
Jake,Jake,properNoun
annerch,greeting,noun
beunyddiol,daily,adjective
Riley,Riley,properNoun
danto,daunt,verb
Iddew,Jew,noun
hostel,hostel,noun
amrant,eyelid,noun
Annie,Annie,properNoun
bwgan,bogeyman,noun
hofio,hoe,verb
conffirmio,confirm,verb
Iseldiroedd,Netherlands,properNoun
crynodeb,summary,noun
sioncio,enliven,verb
cymesurol,symmetrical,adjective
Wicipedia,Wikipedia,properNoun
normal,normal,adjective
derbyniol,acceptable,adjective
ymrwyfo,thrash about,verb
bydwraig,midwife,noun
asiant,agent,noun
anhafal,unequal,adjective
dyfynedig,quoted,adjective
carfanu,rail,verb
ymosodiad,attack,noun
Jodi,Jodi,properNoun
gamblo,gamble,verb
gwrthrychedd,objectivity,noun
Àngela,Àngela,properNoun
Holly,Holly,properNoun
allfudo,emigrate,verb
anghysondeb,conflict,noun
leinio,lash,verb
Coweit,Kuwait,properNoun
echdynnydd,extractor,noun
tadolaeth,fatherhood,noun
cyfamseru,synchronise,verb
ysgogi,stir,verb
meindio,mind,verb
distewi,silence,verb
yma,here,adverb
y Weriniaeth Tsiec,Czech Republic,properNoun
llon,merry,adjective
diymddiriedol,untrusted,adjective
edafeddedig,threaded,adjective
goramser,overtime,adverb
mab,son,noun
dargyfeirio,diverge,verb
rhagddiffiniedig,predefined,adjective
arddullio,style,verb
staff,staff,noun
mesuradwy,measurable,adjective
crefydd,religion,noun
Camerŵn,Cameroon,properNoun
adweinyddu,re-administer,verb
trafriwio,break into smithereens,verb
amaethu,cultivate,verb
Sir Benfro,Pembrokeshire,properNoun
Maddison,Maddison,properNoun
Reynold,Reynold,properNoun
telecsio,telex,verb
ymdrechu dros,strive for,verb
Jane,Jane,properNoun
allgofnodi,log out,verb
brand,brand,noun
dolennu,coil,verb
chwidlo,inform on,verb
coelcerth,bonfire,noun
sgôr,score,noun
hemio,hem,verb
cadwyno,chain,verb
ydol,cereal,adjective
modiwlareiddio,modularise,verb
teimlo,feel,verb
cyffuriau,drugs,noun
Gwynedd,Gwynedd,properNoun
clybio,club,verb
nitrad,nitrate,noun
Cefnfor India,Indian Ocean,properNoun
dodrefnu,furnish,verb
eglur,clear,adjective
colyn,pivot,noun
lletya,lodge,verb
cyllidol,financial,adjective
Maurice,Maurice,properNoun
llifo,flow,verb
cyfarchiad,greeting,noun
mwstro,muster,verb
yswiriwr,insurer,noun
amau,suspicion,noun
Prys,Prys,properNoun
llyfrwerthu,sell books,verb
dieithrio,estrange,verb
nwyeiddio,gasify,verb
dwywreigiaeth,bigamy,noun
er mwyn,for the sake of,preposition
treth,tax,noun
Katie,Katie,properNoun
dawns,dance,noun
hynodi,distinguish,verb
anieithyddol,non-linguistic,adjective
Cantabria,Cantabria,properNoun
cyfarch,greet,verb
eilunaddoli,worship idols,verb
tiwnio,tune,verb
tu,side,noun
anleol,non-local,adjective
hirbarhau,endure,verb
ymliwio,reprove,verb
cyfareddu,bewitch,verb
hirsefydlog,longstanding,adjective
cigyddio,butcher,verb
hisian,hiss,verb
gweinydd,server,noun
tirlenwi,landfill,noun
llosgfynydd,vulcanism,noun
ymrwymiad,commitment,noun
ymdaflu,vault,verb
gwynnu,whiten,verb
gresynu,deplore,verb
difyrwaith,hobby,noun
llofelu,stroke,verb
bond,bond,noun
trosol,crowbar,noun
Wganda,Uganda,properNoun
cefnogi,support,verb
cefnogi,support,presentParticipleAdjective
cyfaddawd,compromise,noun
caws,cheese,noun
stori,story,noun
porfelu,pasture,verb
bws,bus,noun
canlyniad,conclusion,noun
twlcio,gore,verb
clapian,tell tales,verb
Ionawr,January,noun
si,rumour,noun
gwrthbwyso,counterbalance,verb
breferu,bellow,verb
eiriol,implore,verb
gymnasteg,gymnastics,noun
synfyfyrdod,reverie,noun
man,place,noun
etholi,elect,verb
toriad,break,noun
amhriodol,improper,adjective
darllenwr,reader,noun
llwynwst,lumbago,noun
safon,standard,noun
analluog,disabled,adjective
anarwyddocaol,insignificant,adjective
tybaco,tobacco,noun
Colombia,Colombia,properNoun
sicr,certain,adjective
ffosfforws,phosphorus,noun
ymglywed,sense,verb
hepgor,expendable thing,noun
cyflwyno,introduce,verb
Ynys Sant Finsent ac Yr Ynysoedd y Grenadîns,Saint Vincent and the Grenadines,properNoun
sbarduno,spur,verb
Delhi Newydd,New Delhi,properNoun
Rhydychen,Oxford,properNoun
llefaru,utter,verb
llifo,dye,verb
dadwaddoli,disendow,verb
Galliford,Galliford,properNoun
arunigo,isolate,verb
Leyton,Leyton,properNoun
asiantaeth,agency,noun
myfyrio,contemplate,verb
rhostir,heathland,noun
seremoni,ceremony,noun
pruddhau,sadden,verb
taflu,throw,verb
ymheulo,sunbathe,verb
Maria Antònia,Maria Antònia,properNoun
yswiriant,insurance,noun
edrych ar,look at,verb
honna,that,relativePronoun
honna,that,pronoun
honna,that,determiner
honna,that,demonstrativePronoun
honna,that,determiner
honna,that,demonstrativePronoun
honna,that,relativePronoun
honna,that,pronoun
honna,that,determiner
honna,that,demonstrativePronoun
honna,that,determiner
honna,that,demonstrativePronoun
Zander,Zander,properNoun
peri,cause,verb
rhanddeiliad,stakeholder,noun
ffatio,batter,verb
gweithredadwy,executable,adjective
cyfyng,confined,adjective
cyhuddo,accuse,verb
cyhuddo,accuse,presentParticipleAdjective
cyffredin,common,adjective
momentwm,momentum,noun
Russell,Russell,properNoun
undod,unity,noun
Dewi,Dewi,properNoun
galarnadu,lament,verb
gronyn,particle,noun
ymddadlau,dispute,verb
cywasgedig,compressed,adjective
sosialydd,socialist,noun
Singapôr,Singapore,properNoun
madruddyn,cartilage,noun
llawfeddygol,surgical,adjective
diystyried,despise,verb
gohebu,correspond,verb
ailymosod,reattack,verb
Menna,Menna,properNoun
swits,switch,noun
Tània,Tània,properNoun
carth,stool,noun
llydan,wide,adjective
cartesaidd,Cartesian,adjective
sioe,show,noun
gwarchod,protect,verb
rhagod,ambush,verb
milimetr,millimetre,noun
adre,homewards,adverb
wal,wall,noun
ffrewyllio,scourge,verb
cyhoeddiad,publication,noun
ceidwad,saviour,noun
electronig,electronic,adjective
peryglus,dangerous,adjective
allweddair,keyword,noun
cyfer,direction,noun
collfarnu,convict,verb
rhyngbrosesol,interprocess,adjective
digroeni,skin,verb
Tregŵyr,Tregŵyr,properNoun
mygdarthu,burn incense,verb
Richard,Richard,properNoun
ymgaledu,become hard,verb
boddloni,gratify,verb
cwrdd â,meet,verb
Gwlad y Swazi,Swaziland,properNoun
llafariad,vowel,noun
cemegol,chemical,adjective
llaethu,lactate,verb
hir hoedledd,longevity,noun
ymffrostio,brag,verb
teitl,title,noun
enwedig,special,adjective
sillwyddor,syllabary,noun
uwchben,overhead,adverb
eiledol,alternating,adjective
Siapan,Japan,properNoun
uwchfarchnad,supermarket,noun
croeslin,diagonal,noun
didroedio,trip up,verb
rheoleiddio,regulate,verb
trachwantu,covet,verb
cenedlaetholi,nationalise,verb
ffemto,femto,adjective
sut,how,adverb
sut,how,interrogativePronoun
sut,how,adverb
sut,how,interrogativePronoun
sut,how,adverb
sut,how,interrogativePronoun
sut,how,adverb
sut,how,interrogativePronoun
clampio,clamp,verb
ysbrydoliaeth,inspiration,noun
o,from,preposition
cymharydd,comparator,noun
diadellu,herd,verb
pensyfrdanu,confuse,verb
trawsgyweirio,transpose,verb
logarithmig,logarithmic,adjective
cyfrwyo,saddle,verb
erbyn,by the time,subordinatingConjunction
anghydwedd,inconsistent,adjective
o'r blaen,before,adverb
haneswr,historian,noun
Eduard,Eduard,properNoun
rhaglen,programme,noun
torfol,collective,adjective
cysondeb,consistency,noun
eu,their,possessivePronoun
eu,their,determiner
eu,their,possessivePronoun
eu,their,determiner
eu,their,possessivePronoun
eu,their,determiner
eu,their,possessivePronoun
eu,their,determiner
sialensio,challenge,verb
trawsfudiad,translation,noun
awtomatig,automatic,adjective
dwyieithog,bilingual,adjective
cyfeiriad,direction,noun
Nina,Nina,properNoun
tewion,fat,adjective
Evelyn,Evelyn,properNoun
bwnglera,bungle,verb
ciplun,snapshot,noun
trosglwyddiad,transfer,noun
trawsnewidiad,transition,noun
gwrth-Gymraeg,anti-Welsh,adjective
Fraser,Fraser,properNoun
yr Alban,Scotland,properNoun
pŵer,power,noun
seicoleg,psychology,noun
cofiannu,write a memoir,verb
pothellu,blister,verb
jocian,joke,verb
llyfn,smooth,adjective
ymsennu,rebuke,verb
ochri,support,verb
ochri,support,presentParticipleAdjective
arwyddocâd,significance,noun
gwyro,veer,verb
Cian,Cian,properNoun
caboli,burnish,verb
cynrychiolydd,representative,noun
Rory,Rory,properNoun
Aled,Aled,properNoun
Carme,Carme,properNoun
baglu,trip,verb
Pantyffynnon,Pantyffynnon,properNoun
Rodriguez,Rodriguez,properNoun
trallodi,afflict,verb
cromfachog,bracketed,adjective
llodi,be in heat,verb
Bourne,Bourne,properNoun
clustfeinio,listen hard,verb
maer,mayor,noun
wynebfath,typeface,noun
darluniwr,illustrator,noun
meiddio,dare,verb
cenfigennu,envy,verb
cydserennu,co-star,verb
bwrdd,board,noun
tyrru,heap,verb
llythrennu,form letters,verb
sennu,taunt,verb
cyfansoddiadol,constitutional,adjective
tele-iechyd,tele-health,adjective
modylu,modulate,verb
Melissa,Melissa,properNoun
gweitied,wait,verb
dêl,deal,noun
awdur,author,noun
Syria,Syria,properNoun
ysgyrioni,shatter,verb
dan,under,preposition
silff,shelf,noun
ymdrechu,strive,verb
oblegid,because of,preposition
annedd,dwelling,noun
byrnio,bundle,verb
ar ei ben ei hun,on his own,adverb
ymprydio,fast,verb
deuddeg,twelve,numeral
Ynysoedd Balearig,Balearic Islands,properNoun
tawelwch,quiet,noun
cwyn,complaint,noun
Llandudno,Llandudno,properNoun
bywiol,alive,adjective
adlifo,reflux,verb
lleihad,decrease,noun
gordderchu,ravish,verb
Matthew,Matthew,properNoun
Barry,Barry,properNoun
Adrià,Adrià,properNoun
ymageru,evaporate,verb
ymageru,evaporate,presentParticipleAdjective
ailgoncro,reconquer,verb
caledi,hardship,noun
trawiad,stroke,noun
Tripoli,Tripoli,properNoun
cynnig,offer,verb
ailddyfeisio,reinvent,verb
alffagyfuniad,alpha blending,noun
budr,dirty,adjective
byddaru,deafen,verb
darllenadwyaeth,readability,noun
dyfalwch,assiduity,noun
Victoria,Victoria,properNoun
camdybio,mistake,verb
hwn,this,determiner
hwn,this,demonstrativePronoun
hwn,this,pronoun
hwn,this,determiner
hwn,this,demonstrativePronoun
hwn,this,determiner
hwn,this,demonstrativePronoun
hwn,this,pronoun
hwn,this,determiner
hwn,this,demonstrativePronoun
ymhél,meddle,verb
llyfryddiaeth,bibliography,noun
rhai,some,adjective
amgylchiad,circumstance,noun
Cormac,Cormac,properNoun
mohonyn nhw,not them,adverb
tröell,spinning wheel,noun
tu allan,outside,noun
rhybudd,warning,noun
o hyn ymlaen,from now on,adverb
areithyddiaeth,elocution,noun
Wallace,Wallace,properNoun
cyffro,excitement,noun
faint o,how many,pronoun
faint o,how many,determiner
faint o,how many,interrogativePronoun
faint o,how many,determiner
faint o,how many,interrogativePronoun
faint o,how many,pronoun
faint o,how many,determiner
faint o,how many,interrogativePronoun
faint o,how many,determiner
faint o,how many,interrogativePronoun
ailddarllen,reread,verb
decalitr,decalitre,noun
Meghan,Meghan,properNoun
corcio,cork,verb
cyfeiriannu,orienteer,verb
braster,fat,noun
hocedu,cheat,verb
siomedig,disappointed,adjective
tan,until,preposition
Latvia,Latvia,properNoun
gornest,contest,noun
cydgyllido,finance jointly,verb
bargeinio,bargain,verb
Manchester,Manceinion,properNoun
gweledigaeth,vision,noun
salwch,illness,noun
Nigeria,Nigeria,properNoun
agenda,agenda,noun
tirweddu,landscape,verb
ewtroffeiddio,eutrophise,verb
ailboblogi,repopulate,verb
ysgrifennu at,write to,verb
cydgyffwrdd,coincide,verb
diweddaredig,updated,adjective
adalw,retrieve,verb
sefyll,stand,verb
eneinio,anoint,verb
oediedig,paused,adjective
wrth gwrs,of course,adverb
ffiwsio,fuse,verb
diogelwch,safety,noun
ffug,false,adjective
ffroenell,nozzle,noun
unwaith ac am byth,once and for all,adverb
dydd Sul,Sunday,noun
gohebydd,correspondent,noun
Giana,Guyana,properNoun
Caragh,Caragh,properNoun
rhagweithredol,proactive,adjective
ysbaddu,castrate,verb
annatod,integral,adjective
cred,belief,noun
analog,analogue,adjective
aseswyr,assessors,noun
cronfa,fund,noun
cyfoedi,be contemporaneous with,verb
cydweithredu,co-operate,verb
trwyno,nose,verb
gwanwyno,become verdant,verb
Ynys Afallon,Glastonbury,properNoun
iach,healthy,adjective
trafod,transaction,noun
eitha' debyg,most likely,adverb
ymddyfalu,describe oneself,verb
prisiad,valuation,noun
bongamu,waddle,verb
diffiniedig,defined,adjective
Evie,Evie,properNoun
helaeth,ample,adjective
yr Aifft,Egypt,properNoun
tocio,trim,verb
Somalia,Somalia,properNoun
Cymraes,Welsh woman,noun
ystyrlon,meaningful,adjective
eg ar ben,on top of,preposition
teilynghau,sanctify,verb
yswirio,insure,verb
Bwrdd yr Iaith Gymraeg,Welsh Language Board,properNoun
ysgaru,divorce,verb
arglwydd,lord,noun
anghydweddiad,mismatch,noun
mwstard,mustard,noun
tystiolaethu,testify,verb
perthnasedd,relevance,noun
myrr,myrrh,noun
temtio,tempt,verb
elips,ellipse,noun
calchu,lime,verb
sillaf,syllable,noun
St Vincent a'r Grenadines,Saint Vincent and the Grenadines,properNoun
teipiadur,typewriter,noun
cymesur,commensurate,adjective
blwch,box,noun
sach,sack,noun
pawen,paw,noun
ymarweddu,behave,verb
ffrind,friend,noun
masnachol-ei-sail,on a commercial basis,adverb
twnelu,tunnel,verb
ymsythu,swagger,verb
dedfrydu,sentence,verb
twyllo,deceive,verb
dirlawn,saturated,adjective
dychwelydd,carriage return,noun
ymhyfrydu,take pride in,verb
llongyfarch,congratulate,verb
marchnerth,horsepower,noun
Bethan,Bethan,properNoun
camdystiolaethu,commit perjury,verb
walio,wall,verb
diogel,safe,adjective
y Deyrnas Unedig,United Kingdom,properNoun
gwrthwynebiad,opposition,noun
Sam,Sam,properNoun
palfalu,grope,verb
palmant,pavement,noun
hidl,strainer,noun
llydnu,lamb,verb
harneisio,harness,verb
Benedict,Benedict,properNoun
Parry,Parry,properNoun
poeth,hot,adjective
pyledig,faded,adjective
ôl-gydnaws,backwards compatible,adjective
yn llygad ei le,absolutely correct,adverb
cymynu,fell,verb
Llydaweg,Breton,adjective
dimensiwn,dimension,noun
llwyrymatal,abstain totally,verb
asembli,assembly,noun
chwenychu,desire,verb
cywyddu,versify,verb
Kris,Kris,properNoun
orthopedig,orthopaedic,adjective
Hamish,Hamish,properNoun
estron,foreigner,noun
chwysigennu,blister,verb
tagu,choke,verb
tagu,choke,presentParticipleAdjective
mynd i'r afael,get to grips,verb
byddar,deaf,adjective
gwahaniaeth,difference,noun
dyn,man,noun
trawsffurfio,transform,verb
cynnydd,progress,noun
Palaw,Palau,properNoun
y Camerŵn,Cameroon,properNoun
ymsynio,think,verb
gwrth-semitiaeth,antisemitism,noun
can,can,noun
hyrwyddo,facilitate,verb
llwyd,grey,adjective
Judit,Judit,properNoun
anymddiheurol,unapologetic,adjective
Sir Fynwy,Monmouthshire,properNoun
adnewyddu,renew,verb
Neil,Neil,properNoun
cyngor,council,noun
ewyllys,will,noun
ailysgrifeniad,rewrite,noun
difethu,ruin,verb
bragu,brew,verb
canlyniad,consequence,noun
ailedrych,look again,verb
adroddgan,recitative,noun
noddi,sponsor,verb
pruddglwyf,hypochondria,noun
deuol,dual,adjective
Côte d'Ivoire,Ivory Coast,properNoun
Warsaw,Warsaw,properNoun
cyfiawnder,justice,noun
modur,motor,noun
ar,on,preposition
tramwyfa,thoroughfare,noun
Maria,Maria,properNoun
botymu,button,verb
anghysonedd,inconsistency,noun
disgybl,pupil,noun
bychanu,belittle,verb
ymafael,grasp,verb
Liechtenstein,Liechtenstein,properNoun
chwys,sweat,noun
taid,grandfather,noun
rhanadwy,divisible,adjective
torf,crowd,noun
wythawd,octet,noun
rhodresu,brag,verb
Gordon,Gordon,properNoun
hwtio,hoot,verb
ychydig,a few,pronoun
ychydig,a few,determiner
ychydig,a few,pronoun
ychydig,a few,determiner
ychydig,a few,pronoun
ychydig,a few,determiner
ychydig,a few,pronoun
ychydig,a few,determiner
distrywio,destroy,verb
gwanwyn,spring,noun
cydgyfeirio,converge,verb
cydymddwyn,tolerate,verb
ciropodydd,chiropodist,noun
telynor,harpist,noun
Athen,Athens,properNoun
didfap,bitmap,noun
anufudd-dod,disobedience,noun
cosbi,punish,verb
cynrychiolaeth,representation,noun
dynodiad,ID,noun
lles,benefit,noun
Abby,Abby,properNoun
ymaflyd,grapple,verb
tapo,sole,verb
Ellen,Ellen,properNoun
datblygol,developing,adjective
tueddiad,tendency,noun
caniataol,allowable,adjective
marchogaeth ar,ride,verb
diffyniad,protection,noun
helaethiad,enlargement,noun
diwydiannol,industrial,adjective
boddhau,please,verb
atodi,append,verb
Reuben,Reuben,properNoun
ailennill,re-win,verb
uno,unite,verb
archwiliedig,probed,adjective
dinistrio,destroy,verb
impio,graft,verb
fersiwn,version,noun
glaswenu,simper,verb
wrth,beside,preposition
gwas,servant,noun
ofn,fear,noun
rhoncio,lurch,verb
Leonard,Leonard,properNoun
cysoni,reconcile,verb
mileniwm,millennium,noun
Bhwtan,Bhutan,properNoun
awen,muse,noun
Alasdair,Alasdair,properNoun
amryw,various,adjective
Porthaethwy,Menai Bridge,properNoun
gwaith,time,noun
poblogi,populate,verb
ymehangu,spread out,verb
ysglefrio,skate,verb
ysglefrio,skate,presentParticipleAdjective
cam-faeth,malnutrition,noun
Nauru,Nauru,properNoun
trydan,electricity,noun
cymowta,gallivant,verb
Caledonia Newydd,New Caledonia,properNoun
esmwytho,alleviate,verb
seguro,idle,verb
pont,bridge,noun
ffensio,fence,verb
ymboeni,take pains,verb
powlio,bowl,verb
dewisiedig,selected,adjective
arfer,habit,noun
tasg,task,noun
cosb,punishment,noun
amhleidiaeth,impartiality,noun
celf,art,noun
argaeledd,availability,noun
diolch yn fawr iawn,thanks very much indeed,interjection
Randerson,Randerson,properNoun
derbynio,receive,verb
priod,married,adjective
Reece,Reece,properNoun
solet,solid,adjective
aeddfedrwydd,maturity,noun
Oman,Oman,properNoun
segment,segment,noun
Edna,Edna,properNoun
diogi,idle,verb
tanysgrifio,subscribe,verb
cyfrinymadrodd,passphrase,noun
rhigymu,rhyme,verb
clic,click,noun
ailfformatio,reformat,verb
daioni,goodness,noun
gwrthrychol,objective,adjective
Edwards,Edwards,properNoun
llwybro,walk,verb
cyrchu,approach,verb
dripian,drip,verb
Abdul,Abdul,properNoun
cychwynnol,initial,adjective
ar ddisberod,astray,adverb
prawf,test,noun
tafarn,tavern,noun
ymdebygu i,resemble,verb
deallus,intelligent,adjective
Leon,Leon,properNoun
mydryddiaeth,prosody,noun
mis Hydref,October,noun
tomaten,tomato,noun
esgobaeth,bishopric,noun
plisgo,shell,verb
Godfrey,Godfrey,properNoun
amgáu,enclose,verb
herald,herald,noun
Harris,Harris,properNoun
cydweithio,work together,verb
sipian,sip,verb
trinio,treat,verb
fioled,violet,noun
geiriad,wording,noun
Bermo,Barmouth,properNoun
difuddio,deprive,verb
angau,death,noun
adlewyrchu,reflect,verb
bwled,bullet,noun
cochli,cloak,verb
dalen,sheet,noun
ebostio,email,verb
Fernando,Fernando,properNoun
cerddorol,musical,adjective
stamp,stamp,noun
penodedig,appointed,adjective
Bwrcina Ffaso,Burkina Faso,properNoun
tebyg,similar,adjective
fel rheol,usually,adverb
gwryd,fathom,noun
tebygrwydd,similarity,noun
