nude desnudo
murder asesinar
gabon gabón
bidder postor
alcántara alcántara
doughnut donut
unemployment desempleo
defender zaguero
anthological antológico
barbanza barbanza
ex-president expresidente
query consulta
maritime marítimo
mutualistic mutualista
trumpet trompeta
shaft hueco
dust polvo
converse conversar
alchemist alquimista
cunningham cunningham
upward arriba
polyhedral poliédrico
aeroplane aeroplano
impulsive impulsivo
prescriptive preceptivo
much mucho
dogmatism dogmatismo
pocket bolsillo
alley calleja
exhaustible agotable
motivating motivador
blame culpa
priestly sacerdotal
purposely expresamente
environment entorno
inheritance herencia
crusader cruzado
gödel gödel
propositional proposicional
equilibrist equilibrista
publishing editorial
romero romero
chat chat
swoboda swoboda
paleolithic paleolítico
lesser menor
unipotent unipotente
resano resano
chicago chicago
quail codorniz
arellana arellana
spanish castellano
hypertension hipertensión
strike golpear
hire alquiler
third tercio
whole totalidad
icelandic islandés
obstruent obstruyente
gardener jardinero
breen breen
cannon cañón
fitful irregular
neat ordenado
district distrito
opening inaugural
valero valero
foundation cimiento
subsistence subsistencia
accountancy contabilidad
assailant agresor
operate funcionar
suffice bastar
rise aumento
sand arena
chapel capilla
idiosyncrasy idiosincrasia
tasteless insípido
impression impresión
authoritative autoritario
translate traducir
impugnable impugnable
nest nido
hasty apresurado
solvency solvencia
expandable ampliable
retailer detallista
intermediation intermediación
albumin albúmina
buy comprar
substantive sustantivo
deodorant desodorante
alarm alarmar
itself prpers
hall vestíbulo
llama llama
bosco bosco
myrrh mirra
pilotage pilotaje
hack cortar
shawl chal
ideal ideal
mediate mediar
marmot marmota
trident tridente
conviction convicción
indeclinable indeclinable
sms sms
boat barca
antiquated anticuado
lawful lícito
benghazi bengasi
doping doping
stupidity estupidez
subject sujeto
ceylon ceilán
exchanger intercambiador
the el
rugged abrupto
industrious trabajador
oklahoma oklahoma
antonio antonio
trapezoid trapezoide
juniper enebro
communicability comunicabilidad
partner compañero
sonnet soneto
palin palin
kangaroo canguro
bed encastrar
subgroup subgrupo
eosinophile eosinófilo
rail barandilla
literal literal
homography homografía
fibrillation fibrilación
advisability conveniencia
persia persia
leprosarium leprosería
their suyo
shotgun escopeta
elusive elusivo
pancake panqueque
complement complementar
mount montar
aache aache
sulfur azufre
krypton criptón
cooperative cooperativa
devaluate devaluar
graduation graduación
abstentionist abstencionista
purification depuración
junior joven
gravely gravemente
mint menta
sentimentalism sentimentalismo
jokingly humorísticamente
country país
archive archivo
asele asele
sensible sensato
evaluate evaluar
bronze bronce
angioma angioma
biscayan vizcaíno
ceauşescu ceauşescu
arizona arizona
biochemist bioquímico
asian asiático
casanova casanova
season adobar
hyperbole hipérbole
drug droga
cover tapadera
schooling escolarización
condonation condonación
infinitive infinitivo
personality personalidad
garmin garmin
mystery misterio
shinpad espinillera
whither dónde
insecticide insecticida
pact pacto
substring subcadena
empiricism empirismo
grease grasa
constructivist constructivista
santander santander
basalt basalto
barefoot descalzo
imperial imperial
conserve conservar
berganza berganza
accused acusado
confidence desenfado
oslo oslo
reshuffle reajuste
gala gala
group grupo
oratory oratoria
concatenate concatenar
slow retrasar
palace palacio
squat sentadilla
kymographic quimógrafico
parachute paracaídas
peculiar peculiar
sulphur azufre
uvula úvula
histone histona
movable movible
cementite cementita
placed colocado
corbacho corbacho
purpura púrpura
car automovilístico
hugely mucho
socioeconomic socioeconómico
fateful fatídico
khiam khiam
residence residencia
triviality trivialidad
concretise concretar
acephalous acéfalo
dwarf enano
saint santo
algebraic algebraico
fischer fischer
formidable formidable
efficacy eficacia
self-promotion autopromoción
hereupon consiguientemente
imply implicar
pombo pombo
disgruntled descontento
dreadful terrible
shift cambio
a400 a400
alarm alarma
phanerogam fanerógama
organicism organicismo
posterior posterior
paradox paradoja
telescopic telescópico
numerous numeroso
blunt romo
sigh suspirar
comb peinar
absenteeism absentismo
wall cerca
extradite extraditar
sunflower girasol
assertion aseveración
note billete
salinity salinidad
mastermind cerebro
endocarp endocarpio
depolymerisation despolimerización
cavity cavidad
guideline directriz
mendoza mendoza
insurer asegurador
jehle jehle
tropism tropismo
ayatollah ayatollah
that aquél
smite golpear
self-styled autoproclamado
palpation palpación
allegory alegoría
component componente
sake sake
jubilantly alborozadamente
substance substancia
praise elogio
fimbriated perfilado
adret solana
napierian neperiano
legendary legendario
martín martín
itinerary itinerario
louse piojo
sacrifice sacrificio
neurocranium neurocráneo
obtain agenciar
topology topología
wayward caprichoso
wave ondulatorio
fibroblastic fibroblástico
synchronisation sincronización
cut cortar
pumping bombeo
standard patrón
scourge azote
replication replicación
qualify capacitar
submission sometimiento
bunker bunker
recycling reciclaje
prosodic prosódico
phenolic fenólico
objection objeción
cloth tela
lacquer laca
question cuestionar
lintermann lintermann
jealous celoso
comic cómico
antonomasia antonomasia
abdomen abdomen
hinder obstaculizar
concave cóncavo
fruit fruto
maximum máximo
manchester manchester
all todo
weight peso
zelaya zelaya
archetype arquetipo
wagnerism wagnerismo
satisfactory satisfactorio
ruminant rumiante
barclay barclay
facet faceta
mate compañero
printer impresora
simply sencillamente
brine salmuera
heliothermy heliotermia
lloyd lloyd
lexeme lexema
infant niño
archival archivístico
sequencer secuenciador
exemplify ejemplificar
newark newark
norse nórdico
indifference indiferencia
terrorism terrorismo
unanimity unanimidad
load cargar
injury daño
optimum óptimo
inspirational inspirador
mimosa mimosa
isotropic isótropo
encouragement ánimo
isosceles isósceles
polihedron poliedro
sense notar
sprain esguince
liar mentiroso
scathing mordaz
heaven cielo
microfilm microfilm
collection recaudación
warfalla warfalla
scare amedrentar
ruling gobernante
leaf cuchilla
hygrophilous higrófilo
earthenware loza
very muy
toxin toxina
genial apacible
toaster tostadora
mute mudo
datagram datagrama
tumult tumulto
enthalpy entalpía
discrete discreto
outline perfilar
time tiempo
size tamaño
catapult catapulta
dancer bailarín
insist insistir
marquis marqués
plectrum plectro
stocky achaparrado
enigmatic enigmático
dispenser dispensador
streptococcus estreptococo
seat sentar
arbitration arbitraje
reprint reimpresión
substitute sustituto
granulometry granulometría
acronym sigla
undress desnudar
intelligible inteligible
acclaim aclamar
french francés
roberts roberts
sanz sanz
heir heredero
pitch tono
alter alterar
lute laúd
bouillabaisse bullabesa
persuasively persuasivamente
jorge jorge
pragmatically pragmáticamente
psychic psíquico
intravenous intravenoso
bastion bastión
debit débito
fray desgastar
crew tripulación
examiner examinador
neuron neurona
inventiveness inventiva
perichondrium pericondrio
guadalajara guadalajara
fisherwoman pescador
howl aullido
violin violín
neology neología
astuteness astucia
indonesia indonesia
foolishness tontería
colonel coronel
sake bien
amateur aficionado
consultancy asesoría
scepticism escepticismo
biquadratic bicuadrático
congolese congolés
malayan malayo
choosy melindroso
committee comité
reliable fidedigno
restrict restringir
hasten acuciar
efficient eficaz
purification purificación
drop gota
application aplicación
nebula nebulosa
have tener
alcohol alcohol
adept experto
diligent diligente
backpacker mochilero
grassland herbazal
piecework destajo
align alinear
star estrella
forty cuatro
divisive divisivo
successive sucesivo
describe calificar
gibraltarian gibraltareño
dakar dakar
insurgent insurgente
legacy legado
transform transformar
avaricious codicioso
interpellation interpelación
somersault voltereta
copyright copyright
barbados barbados
swing oscilación
white blanco
storm tormenta
paraphernalia parafernalia
alight apearse
perfume perfumar
denudation denudación
beardless barbilampiño
thermohygrometer termohigrómetro
shun rehuir
myosin miosina
immortality inmortalidad
additionally además
extension ampliación
determine determinar
wisdom cordura
unconnected inconexo
shortening abreviación
lertxundi lertxundi
cucumber pepino
well bien
notoriety notoriedad
immune inmune
gift don
cavendish cavendish
modesty modestia
uncultured iletrado
arithmetical aritmético
qatar qatar
michel michel
spa balneario
sanatorium sanatorio
look mirada
canton lado
anaemic anémico
oil óleo
water aguar
briefly compendiosamente
echo resonar
macrocrystalline macrocristalino
consequently consiguientemente
force vigencia
delicious delicioso
antibody anticuerpo
cayenne cayena
violence violencia
anticlerical anticlerical
almighty todopoderoso
oestrogen estrógeno
commonly comúnmente
mercy piedad
federation federación
fairy hada
family familia
tutor tutor
investigation investigación
scruple escrúpulo
superbly magníficamente
magnetisation magnetización
mackenna mackenna
eads eads
sympathy compasión
closely estrechamente
emirate emirato
clarity claridad
anti-rust antioxidante
monogram monograma
politically políticamente
narration narración
parallelism paralelismo
reverend reverendo
hundred cientos
ant hormiga
melodrama melodrama
fabulously fabulosamente
migraine migraña
powerful potente
proteinuria proteinuria
superlative excepcional
woodworth woodworth
turret torreta
promotion fomento
micelle micela
signaling señalización
force obligar
paladin paladín
recommendation recomendación
dunne dunne
likewise asimismo
patriotic patriótico
delay retrasar
transient transitorio
brink cariz
acclimate aclimatar
exception salvedad
pool grupo
pivot pivote
cycling ciclismo
afford proporcionar
territorial territorial
operation funcionamiento
regionalisation regionalización
look mirar
nomad nómada
disseminate diseminar
absence ausencia
learning aprendizaje
collect recaudar
contactable localizable
manacles esposo
harmoniously armónicamente
burnish bruñir
tactics táctica
cavernous cavernoso
utilisation utilización
samurai samurái
grey gris
half mitad
employee asalariado
cid cid
my mío
model modelo
biopsy biopsia
independently independientemente
thriller thriller
strategist estratega
mortal mortal
dating datación
invaluable invaluable
tirán tirán
their suyo
rape violar
gallop galopar
methodically concertadamente
sweet chuchería
slide diapositiva
diplococcus diplococo
plane avión
modelling modelado
prospectus prospecto
artifice artificio
slump desplomarse
get recibir
disfigure afear
chancre chancro
groundless infundado
chiefly principalmente
conspiracy conspiración
sole lenguado
reshuffling reajuste
hold agarrar
bolt cerrojo
auscultate auscultar
bangladesh bangladesh
orthochromatic ortocromático
broccoli brécol
galaxy galaxia
molding moldeado
alleviation atenuante
pedestrian pedestre
enquiry investigación
validity validez
circumstantial coyuntural
this este
olasagasti olasagasti
string cadena
surface emerger
ailing achacoso
deuterium deuterio
kidnapping secuestro
hour hora
takeover absorción
tunnel túnel
brace tirante
envy envidiar
plead abogar
prefixation prefijación
distribution reparto
aid ayuda
mb mb
non-payment impago
any cualquier
honour honor
navel ombligo
jamaican jamaicano
striptease striptease
radioisotope radioisótopo
motoring automovilismo
reply réplica
orio orio
integrated integrado
ukulele ukelele
firstly primeramente
alpha alfa
executive ejecutivo
magic magia
virgin virgen
calculable calculable
trouble problema
numeral número
reason razonar
market lonja
closing cerramiento
trintxerpeko trintxerpeko
