éplucher_verb	esclofollar_verb
sabbat_noun	aquelarre_noun
weissman_propernoun	weissman_propernoun
reculer_verb	retrocedir_verb
terbium_noun	terbi_noun
languedocien_adjective	llenguadocià_adjective
carmin_noun	carmí_noun
le-lendemain_adverb	l'endemà_adverb
sayegh_propernoun	sayegh_propernoun
exoplanète_noun	exoplaneta_noun
éphèse_propernoun	efes_propernoun
kasparov_propernoun	kasparov_propernoun
farouche_adjective	ferotge_adjective
arbitrage_noun	arbitratge_noun
empire_noun	imperi_noun
biosynthèse_noun	biosíntesi_noun
cladellas_propernoun	cladellas_propernoun
romaine_propernoun	romaine_propernoun
coagulant_adjective	coagulant_adjective
tocco_propernoun	tocco_propernoun
pas-du-tout_adverb	gens-ni-gota_adverb
ânerie_noun	bestiesa_noun
feuille_noun	fulla_noun
emballage_noun	empaquetament_noun
antidépresseur_adjective	antidepressiu_adjective
plateau-du-golan_propernoun	alts-del-golan_propernoun
diffus_adjective	difús_adjective
être-apparenté_verb	entroncar_verb
hume_propernoun	hume_propernoun
lemaire_propernoun	lemaire_propernoun
fricatif_adjective	fricatiu_adjective
judit_propernoun	judit_propernoun
consortium_noun	consorci_noun
diorio_propernoun	diorio_propernoun
demurtas_propernoun	demurtas_propernoun
lucena_propernoun	lucena_propernoun
indicateur_adjective	indicador_adjective
estimer_verb	estimar_verb
patru_propernoun	patru_propernoun
bencini_propernoun	bencini_propernoun
scipion_propernoun	escipió_propernoun
apparenter_verb	emparentar_verb
refondation_noun	refundació_noun
fourmiller_verb	formiguejar_verb
antithermique_noun	antitèrmic_noun
azine_noun	azina_noun
gâchis_noun	malbaratament_noun
corneille_propernoun	corneille_propernoun
temps_noun	temps_noun
norrois_adjective	nòrdic_adjective
guerrero_propernoun	guerrero_propernoun
aracelis_propernoun	aracelis_propernoun
sierra-leone_propernoun	sierra-leone_propernoun
groupe_noun	rotlle_noun
téléologique_adjective	teleològic_adjective
autocuiseur_noun	olla-de-pressió_noun
être-empressés_verb	tenir-pressa_verb
raynault_propernoun	raynault_propernoun
adjudicateur_noun	adjudicador_noun
expression_noun	expressió_noun
magriñá_propernoun	magriñá_propernoun
burtone_propernoun	burtone_propernoun
caroline_propernoun	caroline_propernoun
dose_noun	dosi_noun
inspecter_verb	inspeccionar_verb
ossifier_verb	ossificar_verb
contigüité_noun	contigüitat_noun
mentalement_adverb	mentalment_adverb
burlamaqui_propernoun	burlamaqui_propernoun
difraya_propernoun	difraya_propernoun
warner_propernoun	warner_propernoun
kassem_propernoun	kassem_propernoun
meléndez_propernoun	meléndez_propernoun
maladif_adjective	malaltís_adjective
yan_propernoun	yan_propernoun
maría_propernoun	maría_propernoun
heurter_verb	col·lisionar_verb
principe_propernoun	principe_propernoun
ieo_noun	ieo_noun
ladislada_propernoun	ladislada_propernoun
paralympique_adjective	paralímpic_adjective
petit_adjective	petit_adjective
bonbon_noun	caramel_noun
cependant_adverb	mentrestant_adverb
enceinte_adjective	embarassat_adjective
slackware_propernoun	slackware_propernoun
artérite_noun	arteritis_noun
dépositaire_noun	dipositari_noun
peano_propernoun	peano_propernoun
coller_verb	pegar_verb
götze_propernoun	götze_propernoun
anathème_noun	anatema_noun
jardinerie_noun	jardineria_noun
hadal_adjective	hadal_adjective
station_noun	emissor_noun
morency_propernoun	morency_propernoun
enliser_verb	enfonsar_verb
thera_propernoun	thera_propernoun
intervalle_noun	interval_noun
picanya_propernoun	picanya_propernoun
badiner_verb	bromejar_verb
apanage_noun	infantat_noun
jurer_verb	renegar_verb
gamba_propernoun	gamba_propernoun
saturnina_propernoun	saturnina_propernoun
danti_propernoun	danti_propernoun
gustavo_propernoun	gustavo_propernoun
alfondeguilla_propernoun	alfondeguilla_propernoun
risqué_adjective	arriscat_adjective
carnero_propernoun	carnero_propernoun
nager_verb	nedar_verb
toole_propernoun	toole_propernoun
ourense_propernoun	ourense_propernoun
jacono_propernoun	jacono_propernoun
falciforme_adjective	falciforme_adjective
demi-journée_noun	mitja-jornada_noun
incitabilité_noun	incitabilitat_noun
von-lobdeburg_propernoun	von-lobdeburg_propernoun
taverna_propernoun	taverna_propernoun
sermonner_verb	renyar_verb
puérilisme_noun	puerilisme_noun
veillette_propernoun	veillette_propernoun
pannella_propernoun	pannella_propernoun
ligamenteux_adjective	lligamentós_adjective
consultant_noun	assessor_noun
bernardini_propernoun	bernardini_propernoun
répétibilité_noun	repetibilitat_noun
détecter_verb	detectar_verb
amate_propernoun	amate_propernoun
poulie_noun	corriola_noun
puceau_adjective	verge_adjective
courailler_verb	córrer_verb
rougeâtre_adjective	rogenc_adjective
filière_noun	cadena_noun
volaille_noun	gallina_noun
amical_adjective	amistós_adjective
immanuel_propernoun	immanuel_propernoun
ruelland_propernoun	ruelland_propernoun
nunziatella_propernoun	nunziatella_propernoun
goguenard_adjective	mofeta_adjective
antimitotique_adjective	antimitòtic_adjective
avoir_noun	depòsit_noun
bartolo_propernoun	bartolo_propernoun
walker_propernoun	walker_propernoun
normandin_propernoun	normandin_propernoun
finalité_noun	finalitat_noun
jusqu'à_preposition	fins-a_preposition
trust_propernoun	trust_propernoun
mayol_propernoun	mayol_propernoun
éclatant_adjective	brillant_adjective
involontaire_adjective	involuntari_adjective
ambon_noun	ambó_noun
fabius_propernoun	fabius_propernoun
cuillerier_propernoun	cuillerier_propernoun
appuyer_verb	estintolar_verb
loger_verb	habitar_verb
aida_propernoun	aida_propernoun
de-la-rubia_propernoun	de-la-rubia_propernoun
caudet_propernoun	caudet_propernoun
prolifération_noun	proliferació_noun
basso_propernoun	basso_propernoun
mener-à-bien_verb	dur-a-terme_verb
sanjurjo_propernoun	sanjurjo_propernoun
eco_propernoun	eco_propernoun
visa_noun	visat_noun
jannat_propernoun	jannat_propernoun
jet_noun	jet_noun
cinéaste_noun	cineasta_noun
éclaireur_noun	explorador_noun
égalitariste_noun	igualitarista_noun
ski_noun	esquí_noun
incarnation_noun	encarnació_noun
diz_propernoun	diz_propernoun
dilatoire_adjective	dilatori_adjective
barbe_noun	barba_noun
hydrazine_noun	hidrazina_noun
michaux_propernoun	michaux_propernoun
onida_propernoun	onida_propernoun
hervas_propernoun	hervas_propernoun
bibliothéconomie_noun	biblioteconomia_noun
chessari_propernoun	chessari_propernoun
albocàsser_propernoun	albocàsser_propernoun
hamade_propernoun	hamade_propernoun
daciolo_propernoun	daciolo_propernoun
abréviatif_adjective	abreviatiu_adjective
monothéisme_noun	monoteisme_noun
carl_propernoun	carl_propernoun
michoustine_propernoun	mixustin_propernoun
doiron_propernoun	doiron_propernoun
payement_noun	pagament_noun
souche_noun	estirp_noun
catlla_propernoun	catlla_propernoun
abuseur_adjective	abusador_adjective
badaud_noun	tafaner_noun
aganzo_propernoun	aganzo_propernoun
subjectivation_noun	subjectivació_noun
irak_propernoun	iraq_propernoun
argonaute_noun	argonauta_noun
agiter_verb	agitar_verb
vengeance_noun	venjança_noun
orgeat_noun	orxata_noun
mantilla_propernoun	mantilla_propernoun
parler_verb	conversar_verb
laurion_propernoun	laurion_propernoun
avaler_verb	papar_verb
triplé_noun	triplet_noun
modica_propernoun	modica_propernoun
invernizzi_propernoun	invernizzi_propernoun
ardeleanu_propernoun	ardeleanu_propernoun
culturisme_noun	culturisme_noun
le-pen_propernoun	le-pen_propernoun
lillian_propernoun	lillian_propernoun
cruset_propernoun	cruset_propernoun
facilement_adverb	fàcilment_adverb
espadas_propernoun	espadas_propernoun
bayard_propernoun	bayard_propernoun
filiforme_adjective	filiforme_adjective
andorran_adjective	andorrà_adjective
gordadzé_propernoun	gordadzé_propernoun
transcrire_verb	transcriure_verb
frontalité_noun	frontalitat_noun
pieusement_adverb	pietosament_adverb
nuptial_adjective	nupcial_adjective
mieleux_adjective	embafador_adjective
segrià_propernoun	segrià_propernoun
dublin_propernoun	dublín_propernoun
percer_verb	barrinar_verb
lanthane_noun	lantana_noun
élémentaire_adjective	elemental_adjective
crémation_noun	cremació_noun
perari_propernoun	perari_propernoun
fusiforme_adjective	fusiforme_adjective
fort_propernoun	fort_propernoun
coup-de-téléphone_noun	telefonada_noun
intervenir_verb	intervenir_verb
petion_propernoun	petion_propernoun
antirusse_adjective	antirús_adjective
peul_adjective	fula_adjective
golding_propernoun	golding_propernoun
inscrire_verb	inscriure_verb
foz-do-iguaçu_propernoun	foz-do-iguaçu_propernoun
grisé_propernoun	grisé_propernoun
malenfant_propernoun	malenfant_propernoun
rubies_propernoun	rubies_propernoun
sparte_noun	espart_noun
village_noun	poblat_noun
aloétique_adjective	aloètic_adjective
repérage_noun	localització_noun
schiavo_propernoun	schiavo_propernoun
pop_noun	pop_noun
colard_propernoun	colard_propernoun
gasa_propernoun	gasa_propernoun
tirelire_noun	guardiola_noun
leal_propernoun	leal_propernoun
oden_propernoun	oden_propernoun
eleuteria_propernoun	eleuteria_propernoun
honorablement_adverb	honorablement_adverb
mystagogique_adjective	mistagògic_adjective
bidon_noun	bidó_noun
dessureault_propernoun	dessureault_propernoun
pièce-à-l'appui_noun	comprovant_noun
ferment_noun	ferment_noun
sushi_noun	sushi_noun
radiculite_noun	radiculitis_noun
jeanty_propernoun	jeanty_propernoun
têtu_propernoun	têtu_propernoun
numismate_noun	numismata_noun
religieux_adjective	religiós_adjective
volute_noun	voluta_noun
montevideo_propernoun	montevideo_propernoun
adelantado_propernoun	adelantado_propernoun
arjones_propernoun	arjones_propernoun
redevenir_verb	esdevenir-altre-cop_verb
ermitage_noun	ermita_noun
ria_propernoun	ria_propernoun
soliva_propernoun	soliva_propernoun
rollot_propernoun	rollot_propernoun
incontinence_noun	incontinència_noun
broyer_verb	esgrunar_verb
invalide_adjective	invàlid_adjective
masdenverge_propernoun	masdenverge_propernoun
indexation_noun	indexació_noun
bilingue_adjective	bilingüe_adjective
chance_noun	possibilitat_noun
apoptose_noun	apoptosi_noun
apparat_noun	aparat_noun
corrigan_propernoun	corrigan_propernoun
tun_propernoun	tun_propernoun
fascié_adjective	fasciat_adjective
désodorant_adjective	desodorant_adjective
vince_propernoun	vince_propernoun
benguela_propernoun	benguela_propernoun
masip_propernoun	masip_propernoun
pénétrable_adjective	penetrable_adjective
but_noun	finalitat_noun
von-weizsäcker_propernoun	von-weizsäcker_propernoun
intransmissible_adjective	intransmissible_adjective
casamiquela_propernoun	casamiquela_propernoun
ajuriaguerra_propernoun	ajuriaguerra_propernoun
grotto_propernoun	grotto_propernoun
emilio_propernoun	emilio_propernoun
desroches_propernoun	desroches_propernoun
procurer_verb	procurar_verb
statisticien_noun	estadístic_noun
impatience_noun	impaciència_noun
antipodiste_noun	antipodista_noun
riveiro_propernoun	riveiro_propernoun
xiomara_propernoun	xiomara_propernoun
dime_noun	delme_noun
inquiétude_noun	angúnia_noun
tresse_noun	trena_noun
vélomoteur_noun	velomotor_noun
ware_propernoun	ware_propernoun
éduquer_verb	educar_verb
algérien_adjective	algerià_adjective
richart_propernoun	richart_propernoun
guillamón_propernoun	guillamón_propernoun
hydrique_adjective	hídric_adjective
faire-de_verb	tocar_verb
cazorla_propernoun	cazorla_propernoun
humaniste_noun	humanista_noun
miralcamp_propernoun	miralcamp_propernoun
micrographique_adjective	microgràfic_adjective
accoupler_verb	apariar_verb
inscrire_verb	adscriure_verb
internationalisation_noun	internacionalització_noun
valvulopathie_noun	valvulopatia_noun
bétail_noun	bestiar_noun
monotonie_noun	monotonia_noun
profiler_verb	perfilar_verb
oléorésine_noun	oleoresina_noun
diddley_propernoun	diddley_propernoun
déferrer_verb	desferrar_verb
à-côté_adverb	al-costat_adverb
privilégié_adjective	privilegiat_adjective
bourré_propernoun	bourré_propernoun
santarelli_propernoun	santarelli_propernoun
lutter_verb	lluitar_verb
voyou_noun	brètol_noun
inaccomplissement_noun	incompliment_noun
ardèche_propernoun	ardecha_propernoun
weston_propernoun	weston_propernoun
sandoval_propernoun	sandoval_propernoun
apache_noun	apatxe_noun
merlo_propernoun	merlo_propernoun
marcé_propernoun	marcé_propernoun
sous-directeur_noun	sotsdirector_noun
jervolino_propernoun	jervolino_propernoun
nimia_propernoun	nimia_propernoun
griffith_propernoun	griffith_propernoun
paxia_propernoun	paxia_propernoun
duplication_noun	duplicació_noun
uligineux_adjective	uliginós_adjective
ingénieur_noun	enginyer_noun
noci_propernoun	noci_propernoun
con_noun	malnat_noun
guider_verb	guiar_verb
sprinter_noun	esprintador_noun
céleste_propernoun	celeste_propernoun
prévisible_adjective	previsible_adjective
crocifissa_propernoun	crocifissa_propernoun
fabienne_propernoun	fabienne_propernoun
fécond_adjective	fecund_adjective
conséquemment_adverb	consegüentment_adverb
anse_noun	ansa_noun
sidérurgique_adjective	siderúrgic_adjective
mai_noun	maig_noun
martinazzoli_propernoun	martinazzoli_propernoun
mussolini_propernoun	mussolini_propernoun
hisser_verb	hissar_verb
architectoniquement_adverb	arquitectònicament_adverb
rositani_propernoun	rositani_propernoun
piétisme_noun	pietisme_noun
thomassin_propernoun	thomassin_propernoun
ulvaeus_propernoun	ulvaeus_propernoun
cirer_verb	encerar_verb
miguela_propernoun	miguela_propernoun
vermineux_adjective	verminós_adjective
insurgé_noun	insurgent_noun
authentifier_verb	autentificar_verb
connotatif_adjective	connotatiu_adjective
tooma_propernoun	tooma_propernoun
belinda_propernoun	belinda_propernoun
compétitif_adjective	competitiu_adjective
acaricide_noun	acaricida_noun
arrivisme_noun	arribisme_noun
soixante-dizaine_noun	setantena_noun
fiscal_adjective	impositiu_adjective
fantastique_adjective	fantàstic_adjective
hésiter_verb	vacil·lar_verb
brasse_noun	braça_noun
homodiégétique_adjective	homodiegètic_adjective
sage_adjective	prudent_adjective
niais_adjective	ximplet_adjective
itinérance_noun	itinerància_noun
inadéquat_adjective	inadequat_adjective
thromboembolique_adjective	tromboembòlic_adjective
salgado_propernoun	salgado_propernoun
recruter_verb	reclutar_verb
costa-brava_propernoun	costa-brava_propernoun
guadeloupe_propernoun	guadeloupe_propernoun
contreproductif_adjective	contraproduent_adjective
simplement_adverb	merament_adverb
châssis_noun	xassís_noun
promouvoir_verb	promoure_verb
tiers-mondiste_adjective	tercermundista_adjective
exposé_noun	plantejament_noun
thiazine_noun	tiazina_noun
windows-98_propernoun	windows-98_propernoun
logement_noun	allotjament_noun
gregory_propernoun	gregory_propernoun
jada_propernoun	jada_propernoun
sociologique_adjective	sociològic_adjective
bouthillier_propernoun	bouthillier_propernoun
semion_propernoun	semen_propernoun
leavey_propernoun	leavey_propernoun
dadone_propernoun	dadone_propernoun
ultramort_propernoun	ultramort_propernoun
torrens_propernoun	torrens_propernoun
uribe_propernoun	uribe_propernoun
pin-pignon_noun	pi-pinyer_noun
hakim_propernoun	hakim_propernoun
corbu_propernoun	corbu_propernoun
pot_noun	pot_noun
obligatoirement_adverb	obligatòriament_adverb
nidification_noun	nidificació_noun
pessimisme_noun	pessimisme_noun
fouille_noun	excavació_noun
léopold_propernoun	léopold_propernoun
mélancolique_adjective	malenconiós_adjective
créole_adjective	crioll_adjective
alegi_propernoun	alegi_propernoun
kama_propernoun	kama_propernoun
refaire_verb	arreglar_verb
dunst_propernoun	dunst_propernoun
geste_noun	gest_noun
shilling_noun	xíling_noun
coopérative_noun	cooperativa_noun
quiliana_propernoun	quiliana_propernoun
venturini_propernoun	venturini_propernoun
photoshop_propernoun	photoshop_propernoun
arbitre_noun	àrbitre_noun
défilé_noun	desfilada_noun
panafricain_adjective	panafricà_adjective
minier_propernoun	minier_propernoun
entraineur_noun	entrenador_noun
commanditer_verb	encarregar_verb
pociello_propernoun	pociello_propernoun
cranmer_propernoun	cranmer_propernoun
directionnellement_adverb	direccionalment_adverb
vésical_adjective	vesical_adjective
personnel_adjective	personal_adjective
sophie_propernoun	sophie_propernoun
machinerie_noun	maquinària_noun
antérieurement_adverb	anteriorment_adverb
larem_propernoun	larem_propernoun
propulsion_noun	propulsió_noun
cordialité_noun	cordialitat_noun
anibal_propernoun	anibal_propernoun
tirage-au-sort_noun	sorteig_noun
rubéfaction_noun	rubefacció_noun
jovani_propernoun	jovani_propernoun
richter_propernoun	richter_propernoun
menéndez_propernoun	menéndez_propernoun
marie-noël_propernoun	marie-noël_propernoun
sac-à-dos_noun	motxilla_noun
nationalisation_noun	nacionalització_noun
gréco-romain_adjective	grecoromà_adjective
vincelli_propernoun	vincelli_propernoun
nelky_propernoun	nelky_propernoun
pomologique_adjective	pomològic_adjective
bisaillon_propernoun	bisaillon_propernoun
ionique_adjective	jònic_adjective
sectionner_verb	seccionar_verb
