poeta poète
codear côtoyer
apabullar désarçonner
continente continent
candar enfermer
euforia euphorie
aventurero aventurier
tgv tgv
eneko eneko
enemigo ennemi
independientemente indépendamment
curiosamente curieusement
aclamación acclamation
betabloqueador bêtabloquant
pretexto prétexte
catalogar cataloguer
tanto autant
desinhibido désinhibé
iriarte iriarte
maldonado maldonado
difundir répandre
guillén guillén
neurálgico névralgique
traspaso cession
blanco cible
skipper skipper
hacinar entasser
cierre fermeture
hipermercado hypermarché
burka burka
ansotegi ansotegi
cegelec cegelec
valverde valverde
giovanni giovanni
finalista finaliste
qué que
pato canard
apostar parier
málaga málaga
dirigir adresser
ozono ozone
afrutado fruité
subsidiariedad subsidiarité
diente dent
melena chevelure
caballero cavalier
municipio commune
improcedente inconvenant
atrezzo accessoires
corrector correcteur
balón ballon
phelps phelps
capítulo chapitre
ingenio génie
dreyfus dreyfus
matignon matignon
fechar dater
yúschenko iouchtchenko
nece nece
electroline electroline
estético esthétique
precondición précondition
contaminante polluant
rodas rhodes
dudar douter
iker iker
aeroportuario aéroportuaire
pintar peindre
moldavia moldavie
decimocuarto quatorzième
paradigma paradigme
lampre lampre
yapi yapi
monarquía monarchie
sabiduría sagesse
barco bateau
invulnerabilidad invulnérabilité
expedito dégagé
v v
recordar souvenir
agónico moribond
metro mètre
transportar voiturer
obsesionar obséder
lasarte-oria lasarte-oria
qué quoi
arezzo arezzo
aniko aniko
aro rond
teología théologie
servir servir
ocasionar occasionner
aromatización aromatisation
kilimanjaro kilimandjaro
zurbarán zurbarán
lentamente lentement
biarritz biarritz
checo tchèque
incesante incessant
reapropiar réapproprier
agotar harasser
chimenea cheminée
verticalmente verticalement
dumons dumons
conjunción conjonction
rioja rioja
refuerzo renforcement
inquisición inquisition
modesto modeste
plazo terme
teherán téhéran
ahurti urt
ancho large
banquillo banquette
explosivo explosif
cabo cap
nube nuage
sysmo sysmo
codol codol
norma norme
mont-de-marsan mont-de-marsan
lío confusion
indebido indu
derecho droit
cualitativo qualitatif
vuestro votre
grande grand
biblioteca bibliothèque
guardián gardien
inbev inbev
absenta absinthe
bollywood bollywood
radicalización radicalisation
coherente cohérent
frío froid
disipar dissiper
preliminar préliminaire
regionalización régionalisation
albisu albisu
ptas pesetas
ecuador equateur
gres grès
talibanización talibanisation
adrianópolis andrinople
cgt cgt
jurisdicción juridiction
tiberiades tibériade
hokkaido hokkaïdo
jaca jaca
computable calculable
semestre semestre
richter richter
catastral cadastral
incoar entamer
napoleón napoléon
aggiano aggiano
humorista humoriste
coordinador coordinateur
torturar torturer
desintegración désintégration
desprecio mépris
exploración exploration
galego galego
omt omt
bacalao morue
caricatura caricature
conseller conseiller
alabar louer
freático phréatique
roser roser
llenar remplir
gdf-suez gdf-suez
ajetrear éreinter
tanto tellement
menester nécessité
streep streep
izda gche
agirretxe agirretxe
pavimento dallage
racismo racisme
alloatti alloatti
nutrición nutrition
puerilidad puérilité
hendaia hendaia
desafiar défier
yahoo yahoo
rebeca rebeca
fragmentar fragmenter
emaus emaus
encantar enchanter
excéntrico excentrique
deducción déduction
medvédev medvedev
librería librairie
michel michel
lesoto lesotho
aguantar résister
alardear vanter
consentir consentir
formulación formulation
emborrachar enivrer
antonsson antonsson
yamena ndjamena
fran fran
cortesía politesse
ailanto ailanto
consentimiento consentement
forma forme
accesoriamente accessoirement
morel morel
rubicón rubicón
dantzari dantzari
fraude fraude
peligro péril
semifinal demi-finale
pintar peinturer
realidad réalité
rakocevic rakocevic
hecho fait
haute-savoie haute-savoie
extracción extraction
interrogatorio interrogatoire
alambique alambic
treintena trentaine
urna urne
notoriedad notoriété
pacientemente patiemment
campesino paysan
inflexión inflexion
corrupción corruption
obstaculizar entraver
lcd lcd
deficiencia déficience
labaka labaka
otero otero
cuadro tableau
timidez timidité
filiatreau filiatreau
discovery discovery
ciudad ville
alcatel alcatel
orografía orographie
volcánico volcanique
eh eh
augurar augurer
cebú cebu
adelantar avancer
accionariado actionnariat
kiev kiev
corine corine
caixa caixa
organización organisation
vestir vêtir
adelfa laurier-rose
barrondo barrondo
atemperar tempérer
cordero agneau
apodar surnommer
cualidad qualité
cuerda corde
bota botte
acumular accumuler
guitarrista guitariste
descomprimir décompresser
abbas abbas
adrede exprès
guimet guimet
camisa chemise
anarquismo anarchisme
bergen bergen
leve léger
moliner moliner
minnesota minnesota
arrollar écraser
ingrediente ingrédient
ankara ankara
transnistria transnistrie
canto chant
lacombe lacombe
claudine claudine
regular régulier
contingente contingent
botar bondir
fumador fumeur
ardanza ardanza
cirio cierge
prestigio prestige
mariposa papillon
infringir enfreindre
descalificación disqualification
incultura inculture
penitencia pénitence
ibargoyen ibargoyen
tío oncle
genial génial
delincuente délinquant
seine-et-marne seine-et-marne
peres peres
abidal abidal
orfebre orfèvre
mediocre médiocre
diariamente quotidiennement
excedente excédent
viñeta vignette
grano grain
aouchev aouchev
brazola hiloire
peretz peretz
sección section
yakarta djakarta
servilidad servilité
coherencia cohérence
banco banc
radicalmente radicalement
mucho guère
fracción fraction
nuera bru
antequera antequera
biomasa biomasse
schumacher schumacher
catorce quatorze
amurrio amurrio
transparencia transparence
normativo normatif
compra emplette
sentir ressentir
asunción asunción
klarsfeld klarsfeld
erik erik
selectividad sélectivité
beatriz beatriz
delicioso délicieux
filial filial
tronco tronc
bronislaw bronislaw
verbal verbal
posguerra postguerre
ferreira ferreira
esqueleto squelette
guionista scénariste
ferroviario ferroviaire
fino fin
triunfar triompher
apariencia apparence
easo easo
porcelana saxe
polonio polonium
hormona hormone
automatizar automatiser
indistinto pareil
necesitar préciser
alertar alerter
khamenei khamenei
dato donnée
arce arce
zanja fossé
discurso discours
rsa rsa
anualidad annuité
volatilidad volatilité
sydney sydney
sudar suer
rescindir résilier
pedestal piédestal
plasmado reflété
vitamina vitamine
turismo tourisme
deudor débiteur
bucovina bucovine
afiliación affiliation
perfección perfection
palacio palais
hematocrito hématocrite
salino salin
saona saône
verdad vraiment
mortero mortier
afirmación affirmation
vera bord
espionaje espionnage
parlamauto parlamauto
reinaldo reinaldo
bautizar baptiser
establecer établir
manaus manáus
complicación complication
semejanza ressemblance
hidalgo hidalgo
sangría sangria
katxo katxo
tributo tribut
tarde soir
colosal colossal
rata rat
civilizar civiliser
carolis carolis
seriedad sérieux
extranjero étranger
subjetivo subjectif
antepasado ancêtre
aurèle aurèle
alfalfas alfalfas
colega collègue
localizar localiser
permisividad permissivité
escandaloso scandaleux
micra micra
zapping zapping
prohibir interdire
lawrence lawrence
darko darko
progresista progressiste
louvre louvre
alá alá
bové bové
talla taille
malformación malformation
reedición réédition
cuidar soigner
insólito insolite
amoroso affectueux
trazo trait
precioso précieux
daño mal
pobreza pauvreté
titularidad exercice
peatón piéton
pasqual pasqual
subsanable résoluble
bisonte bison
reaparición reparution
pandiani pandiani
paseante baladeur
uno un
pretensión prétention
diouf diouf
punk punk
nîmes nîmes
violador violateur
topo taupe
dentición dentition
nox nox
antitanque antitchar
aquitania aquitaine
ilegítimo illégitime
tema thème
descubrir découvrir
ameztoi ameztoi
ruquier ruquier
enanito nain
griego grec
familia famille
regir régir
racial racial
placebo placebo
plancton plancton
eisenstein eisenstein
accionamiento actionnement
peso poids
retina rétine
africano africain
mondariz mondariz
ormaetxea ormaetxea
vinaròs vinaroz
unicredito unicredito
safran safran
brindar trinquer
administración administration
severo sévère
montalbán montalbán
marroquí marocain
complicidad complicité
aniñado enfantin
falta faute
contraposición confrontation
muchedumbre foule
mampara paravent
negativa négative
anabolizante anabolisant
urkullu urkullu
desproporción disproportion
krosa krosa
antxón antxón
legible lisible
en chez
easyjet easyjet
inminente imminent
asimismo également
barriola barriola
abreviar abréger
mads mads
criticar critiquer
pívot pivot
despreocupado insouciant
implante implant
estrictamente strictement
titularización titularisation
echar verser
villiers villiers
rozar frotter
búlgaro bulgare
padrón recensement
perverso pervers
experimento expérience
hepatitis hépatite
quijote quichotte
pichichi pichichi
detallar détailler
tejanos jean
infinidad infinité
cook cook
galván galván
aberasturi aberasturi
riquelme riquelme
desajustar désajuster
akhmed akhmed
dieciocho dix-huit
antibiótico antibiotique
acero acier
patología pathologie
asiria assyrie
silbar siffler
optar opter
fontanero plombier
huascarán huascaran
retroactivo rétroactif
antananarivo tananarive
altafalla altafalla
largamente longuement
planetarium planétarium
conocedor connaisseur
clio clio
miconos mykonos
reforzamiento renforcement
activo allant
microgravedad microgravité
encubrir celer
eurocopa eurocopa
bernat bernat
prioritario prioritaire
litera litière
arrendar louer
energía énergie
matahari matahari
raza race
abdelkhalak abdelkhalak
rocoso rocheux
escaparate étalage
onda onde
indiscutible incontesté
zeltia zeltia
emv emv
revocación révocation
híbrido hybride
desmoralizar démoraliser
modificación modification
armónico harmonieux
periodismo journalisme
auritz-burguete auritz-burguete
dictamen avis
exposición exposé
americanidad américanité
estimación estimation
ligeramente légèrement
deficiente déficient
incidente incident
tela étoffe
desincronización désynchronisation
esnal esnal
accesible accessible
sequía sécheresse
desistir départir
carl carl
maurice maurice
alem alem
bosque forêt
inverso inverse
igualitario égalitaire
doncella demoiselle
remake remake
concertación concertation
estrecho étroit
alcañiz alcañiz
arbulu arbulu
prioridad priorité
ciclocross cyclo-cross
fiumicino fiumicino
monge monge
generalidad généralité
búsqueda quête
dispositivo dispositif
mp3 mp3
aproximadamente environ
vengar venger
adopción adoption
informal informel
alberche alberche
rolls-royce rolls-royce
ruleta roulette
internet internet
externalización externalisation
marcador affichage
onassis onassis
autopista autoroute
sumergir plonger
menéndez menéndez
arresto arrestation
sombra ombre
salvamento sauvetage
elduayen elduayen
cordialmente cordialement
gente gens
alwin alwin
oficina bureau
vizcaya biscaye
inhábil incapable
abdelmajib abdelmajib
menor mineur
felicidad bonheur
chirivella chirivella
recién récemment
oso ours
cabellera chevelure
vaca vache
hermandad fraternité
alquilar louer
filosófico philosophique
despensa garde-manger
iluminar éclairer
hipoteca hypothèque
análogo analogue
afinidad affinité
dacca dhaka
nacional national
táctica tactique
carvalho carvalho
nilo nil
porra matraque
proclamación proclamation
tour tour
renegociación renégociation
entresijo secret
hipersensibilidad hypersensibilité
casar marier
schweitzer schweitzer
sarriegi sarriegi
diarrea diarrhée
ruido bruit
florón fleuron
mordisquear ronger
mcguiness mcguiness
circuito circuit
notificar notifier
zubiaurre zubiaurre
intervalo intervalle
formentera formentera
bertelsmann bertelsmann
ganso oie
cultura culture
ruso russe
panamá panama
alpes-maritimes alpes-maritimes
angeles angeles
juane juane
reconducción reconduction
abasalon abasalon
padecer galérer
eratóstenes ératosthène
espoliación spoliation
liquidativo liquidatif
anclar ancrer
finiquito liquidation
serge serge
procesamiento traitement
asua asua
reunir rassembler
allegre allegre
refección réfection
trent trent
corredoira corredoira
alda alda
anchustegi anchustegi
antiálgico antialgique
incomunicabilidad incommunicabilité
ahmed ahmed
vogels vogels
reestructurar restructurer
bartomeu bartomeu
vuitton vuitton
disposición aménagement
unidad unité
fornaciari fornaciari
urkia urkia
colisionar heurter
periódico périodique
franklin franklin
estrés stress
fuerteventura fuerteventura
calamar calmar
podio podium
insolvente insolvable
talismán talisman
abrevadero abreuvoir
acumulable accumulable
bidasoa bidassoa
fajardo fajardo
apóstata apostat
criminalización criminalisation
alcatel-lucent alcatel-lucent
muerto morte
alcanzar rattraper
peor pire
agosto août
entonces lors
archipiélago archipel
casals casals
molucas moluques
sacerdote prêtre
métrica métrique
ferrer ferrer
siguiente suivant
fiscal procureur
comando commando
