proprietário_noun	propietario_noun
garcia_propernoun	garcia_propernoun
parafuso_noun	tornillo_noun
telefone_noun	teléfono_noun
casualidade_noun	casualidad_noun
burton_propernoun	burton_propernoun
bc_propernoun	bc_propernoun
novo_adjective	nuevo_adjective
fracção_noun	fracción_noun
regulamento_noun	normativa_noun
de-rua_adjective	callejero_adjective
sigilo_noun	sigilo_noun
significância_noun	significancia_noun
predecessor_noun	predecesor_noun
arquiteto_noun	arquitecto_noun
abundar_verb	abundar_verb
lodo_noun	cieno_noun
com-licença_adverb	con-permiso_adverb
recrutar_verb	reclutar_verb
desportivo_adjective	deportivo_adjective
incremental_adjective	incremental_adjective
metalicamente_adverb	metálicamente_adverb
radiano_noun	radián_noun
hectare_noun	hectárea_noun
temporário_adjective	temporal_adjective
edgar_propernoun	edgar_propernoun
gold_propernoun	gold_propernoun
enxame_noun	enjambre_noun
serra_noun	sierra_noun
canadiano_adjective	canadiense_adjective
jerusalém_propernoun	jerusalén_propernoun
conviver_verb	convivir_verb
descobrir_verb	descubrir_verb
esmaecer_verb	difuminar_verb
brigar_verb	bregar_verb
unir_verb	ligar_verb
governabilidade_noun	gobernabilidad_noun
aec_propernoun	aec_propernoun
rapariga_noun	muchacho_noun
resignação_noun	resignación_noun
descendentemente_adverb	descendientemente_adverb
conformação_noun	conformación_noun
amanhecer_verb	amanecer_verb
hipótese_noun	hipótesis_noun
psicologicamente_adverb	psicológicamente_adverb
eventualidade_noun	eventualidad_noun
esmeralda_propernoun	esmeralda_propernoun
papandreu_propernoun	papandreu_propernoun
agro-alimentar_adjective	agro-alimentario_adjective
luva_noun	guante_noun
válvula_noun	válvula_noun
hiper-regulamentação_noun	hiperregulación_noun
belém_propernoun	belén_propernoun
prompsit_propernoun	prompsit_propernoun
tranquilidade_noun	tranquilidad_noun
demolhar_verb	remojar_verb
debaixo-de_preposition	bajo_preposition
licitação_noun	licitación_noun
aceitar_adjective	aceptado_adjective
morto_noun	muerto_noun
calculadora_noun	calculadora_noun
dobradeira_noun	plegadora_noun
remodelagem_noun	remodelación_noun
nuamente_adverb	desnudamente_adverb
elasticamente_adverb	elásticamente_adverb
consultor_noun	consultor_noun
kaufman_propernoun	kaufman_propernoun
xampu_noun	champú_noun
aceleração_noun	aceleración_noun
tapete_noun	alfombra_noun
queimadura_noun	quemadura_noun
quadrinho_noun	viñeta_noun
proactivo_adjective	proactivo_adjective
transplantar_verb	trasplantar_verb
b_noun	b_noun
revisor_noun	revisor_noun
balanço_noun	balanceo_noun
escorregadiamente_adverb	escurridizamente_adverb
fiabilidade_noun	confiabilidad_noun
jonathan_propernoun	jonathan_propernoun
pedagogicamente_adverb	pedagógicamente_adverb
atalhar_verb	atajar_verb
quarta-feira_noun	miércoles_noun
tentativa_noun	intento_noun
peixe_noun	pez_noun
volumoso_adjective	voluminoso_adjective
teu_pronoun	tuyo_pronoun
teu_possessivepronoun	tuyo_possessivepronoun
teu_determiner	tuyo_determiner
pires_propernoun	pires_propernoun
módulo_noun	modulo_noun
removível_adjective	extraíble_adjective
jurisdicional_adjective	jurisdiccional_adjective
encher_verb	llenar_verb
carteira_noun	bolsa_noun
sorriso_noun	sonrisa_noun
caiar_verb	encalar_verb
assolar_verb	asolar_verb
limpo_adjective	limpio_adjective
reposicionar_verb	recolocar_verb
emissor_noun	emisor_noun
basileia_propernoun	basileia_propernoun
desacelerar_verb	desacelerar_verb
esse_demonstrativepronoun	ese_demonstrativepronoun
mala_noun	maleta_noun
estrutura_noun	bastidor_noun
percentagem_noun	porcentaje_noun
sanidade_noun	sanidad_noun
assaltar_verb	asaltar_verb
ronaldo_propernoun	ronaldo_propernoun
com-uma-mão-na-frente-e-outra-atrás_adverb	con-una-mano-atrás-y-otra-delante_adverb
assalto_noun	atraco_noun
corvo_noun	cuervo_noun
miraflores_propernoun	miraflores_propernoun
reactivação_noun	reactivación_noun
subscrever_verb	subscribir_verb
intangível_adjective	intangible_adjective
inutilizado_adjective	inutilizado_adjective
imobiliário_noun	inmobiliario_noun
água_noun	agua_noun
canalhamente_adverb	canallamente_adverb
projectar_verb	proyectar_verb
transportar_verb	trasportar_verb
talha_noun	talla_noun
fornecedor_noun	suministrador_noun
trans-fronteiriço_adjective	transfronterizo_adjective
torque_noun	torsión_noun
melhoria_noun	mejoría_noun
motorista_noun	conductor_noun
enfermaria_noun	enfermería_noun
condenação_noun	condena_noun
alejo_propernoun	alejo_propernoun
estrutural_adjective	estructural_adjective
morador_noun	habitante_noun
noivo_noun	novio_noun
categoria_noun	categoría_noun
condescendência_noun	condescendencia_noun
lello_propernoun	lello_propernoun
microfone_noun	micrófono_noun
binômio_noun	binomio_noun
nacionalidade_noun	nacionalidad_noun
fungicida_noun	plaguicida_noun
o-seu_possessivepronoun	el-suyo_possessivepronoun
o-seu_determiner	el-suyo_determiner
facilidade_noun	facilidad_noun
viajante_noun	viajero_noun
vício_noun	vicio_noun
formação_noun	formación_noun
ousado_adjective	osado_adjective
democratamente_adverb	demócratamente_adverb
presságio_noun	presagio_noun
descer_verb	descender_verb
black_propernoun	black_propernoun
conferir_verb	conferir_verb
bernardo_propernoun	bernardo_propernoun
decimal_noun	decimal_noun
inês_propernoun	inês_propernoun
é-por-isso-que_subordinatingconjunction	por-eso-es-por-lo-que_subordinatingconjunction
si_pronoun	sí_pronoun
inatacavelmente_adverb	inatacablemente_adverb
noticiário_noun	informativo_noun
implacável_adjective	implacable_adjective
alarme_noun	alarma_noun
ondulação_noun	ondulación_noun
atuante_adjective	actuante_adjective
ai_interjection	ay_interjection
volkswagen_propernoun	volkswagen_propernoun
pesqueiramente_adverb	pesqueramente_adverb
panamenho_noun	panameño_noun
angular_adjective	angular_adjective
suprir_verb	suplir_verb
cabelo_noun	pelo_noun
outro_adjective	otro_adjective
oficina_noun	taller_noun
bessa_propernoun	bessa_propernoun
realização_noun	realización_noun
oval_adjective	oval_adjective
especificação_noun	especificación_noun
sobretudo_adverb	sobre-todo_adverb
solidariedade_noun	solidaridad_noun
adega_noun	bodega_noun
estoque_noun	stock_noun
banqueiro_noun	banquero_noun
articulador_adjective	articulador_adjective
em-grande-parte_adverb	en-gran-medida_adverb
brígido_propernoun	brígido_propernoun
nulo_adjective	nulo_adjective
comunicação_noun	comunicación_noun
indisponível_adjective	indisponible_adjective
indexação_noun	indexación_noun
denotar_verb	denotar_verb
registral_adjective	registral_adjective
escavar_verb	excavar_verb
solto_adjective	suelto_adjective
saída_noun	salida_noun
limão_noun	limón_noun
equitativo_adjective	equitativo_adjective
sustentação_noun	sustentación_noun
segunda-feira_noun	lunes_noun
das-aves_adjective	aviar_adjective
banhar_verb	bañar_verb
maiúsculo_adjective	mayúsculo_adjective
vettel_propernoun	vettel_propernoun
obsessivamente_adverb	obsesivamente_adverb
bahia_propernoun	bahía_propernoun
espanha_propernoun	españa_propernoun
contradizer_verb	contradecir_verb
gao_propernoun	gao_propernoun
entalhar_verb	acodar_verb
dilma_propernoun	dilma_propernoun
conto_noun	cuento_noun
desportista_noun	deportista_noun
sócio_noun	asociado_noun
manipulador_noun	manipulador_noun
partidário_noun	partidário_noun
variavelmente_adverb	variablemente_adverb
talvez_adverb	tal-vez_adverb
barack_propernoun	barack_propernoun
área-de-transferência_noun	portapapeles_noun
selecionável_adjective	seleccionable_adjective
estavelmente_adverb	establemente_adverb
genericamente_adverb	genéricamente_adverb
actividade_noun	actividad_noun
oca_noun	cueva_noun
off-line_adjective	off-line_adjective
sob_preposition	bajo_preposition
aluguel_noun	alquiler_noun
dinamismo_noun	dinamismo_noun
inatamente_adverb	innatamente_adverb
ilusão_noun	ilusión_noun
santuário_noun	santuario_noun
crescimento_noun	crecimiento_noun
morcego_noun	murciélago_noun
joana_propernoun	joana_propernoun
obter_verb	obtener_verb
quantiosamente_adverb	cuantiosamente_adverb
inviavelmente_adverb	inviablemente_adverb
pinheiro_noun	abeto_noun
demônio_noun	demonio_noun
retransmitir_verb	retransmitir_verb
desencadear_verb	desencadenar_verb
mássico_adjective	másico_adjective
inquietação_noun	desasosiego_noun
morrer_verb	morir_verb
pelo-jeito-que_subordinatingconjunction	por-la-manera-en-que_subordinatingconjunction
conselheiro_noun	consejero_noun
caso_noun	asunto-de-faldas_noun
imensidão_noun	inmensidad_noun
açoitar_verb	azotar_verb
depois_adverb	luego_adverb
biosfera_noun	biósfera_noun
inciar_verb	inicializar_verb
profeticamente_adverb	proféticamente_adverb
olhador_noun	mirador_noun
zeus_propernoun	zeus_propernoun
insónia_noun	insomnio_noun
sutiã_noun	sujetador_noun
pme_noun	pyme_noun
rançosamente_adverb	ranciamente_adverb
desordem_noun	desorden_noun
desejar_verb	desear_verb
psp_propernoun	psp_propernoun
selecionar_verb	seleccionar_verb
autocomprovação_noun	autocomprobación_noun
fraude_noun	timo_noun
vento_noun	viento_noun
mendon_propernoun	mendon_propernoun
veterinário_noun	veterinario_noun
surpresa_noun	sorpresa_noun
humidade_noun	humedad_noun
versus_preposition	versus_preposition
enfaticamente_adverb	enfáticamente_adverb
às-tontas_adverb	a-tontas_adverb
polêmica_noun	polémica_noun
doce_adjective	dulce_adjective
órgão_noun	órgano_noun
russell_propernoun	russell_propernoun
comunicador_noun	comunicador_noun
competidor_noun	competidor_noun
apaixonadamente_adverb	apasionadamente_adverb
demarcado_adjective	bordeado_adjective
qual-o-motivo_adverb	cuál-es-el-motivo_adverb
câmara_noun	cámara_noun
igualdade_noun	igualdad_noun
epidemiológico_adjective	epidemiológico_adjective
intermediação_noun	intermediación_noun
evasão_noun	evasión_noun
assim_adverb	así_adverb
predominar_verb	predominar_verb
a-tal-ponto_adverb	hasta-tal-punto_adverb
redator_noun	redactor_noun
esmola_noun	limosna_noun
poente_noun	poniente_noun
beyoncé_propernoun	beyoncé_propernoun
acionamento_noun	accionamiento_noun
passar_verb	planchar_verb
barulho_noun	barullo_noun
tempo_noun	tiempo_noun
enfim_adverb	finalmente_adverb
massa_noun	pasta_noun
croácia_propernoun	croacia_propernoun
pra_preposition	para_preposition
feriado_noun	festivo_noun
futilmente_adverb	fútilmente_adverb
espetacularmente_adverb	espectacularmente_adverb
reynolds_propernoun	reynolds_propernoun
gestão_noun	gestión_noun
referigeração_noun	refrigeración_noun
alavancado_adjective	apalancado_adjective
simultaneamente_adverb	simultáneamente_adverb
velocidade_noun	velocidad_noun
associativo_adjective	asociativo_adjective
simpatia_noun	simpatía_noun
montemor_propernoun	montemor_propernoun
impensavelmente_adverb	impensablemente_adverb
rtf_propernoun	rtf_propernoun
aceitação_noun	aceptación_noun
acordo_noun	concertación_noun
onde_adverb	adonde_adverb
onde_relativepronoun	adonde_relativepronoun
onde_interrogativepronoun	adonde_interrogativepronoun
onde_relativepronoun	adonde_relativepronoun
onde_adverb	adonde_adverb
onde_relativepronoun	adonde_relativepronoun
onde_interrogativepronoun	adonde_interrogativepronoun
desculpar_verb	disculpar_verb
sapato_noun	zapato_noun
contraditório_adjective	contradictorio_adjective
omnipresença_noun	omnipresencia_noun
quietude_noun	quietud_noun
rotineiramente_adverb	rutinariamente_adverb
excetuar_verb	exceptuar_verb
conhecimento_noun	conocimiento_noun
estupro_noun	violación_noun
vegetação_noun	vegetación_noun
coletivo_adjective	colectivo_adjective
naufrágio_noun	naufragio_noun
sino_noun	campana_noun
bem-na-frente_adverb	justo-delante_adverb
governo-central_noun	gobierno-central_noun
a-pressa_adverb	aprisa_adverb
ampliação_noun	ampliación_noun
facilitação_noun	facilitación_noun
aplainar_verb	aplanar_verb
laskurain_propernoun	laskurain_propernoun
obstinação_noun	obstinación_noun
processar_verb	procesar_verb
dar_verb	impartir_verb
resistência_noun	resistencia_noun
indício_noun	indicio_noun
antecedente_adjective	antecedente_adjective
aleatório_adjective	aleatorio_adjective
mrw_propernoun	mrw_propernoun
contador_noun	contador_noun
picada_noun	picadura_noun
sul-africano_noun	sudafricano_noun
descolar_verb	despegar_verb
seu_adjective	suyo_adjective
manga_noun	manga_noun
westwood_propernoun	westwood_propernoun
quem_relativepronoun	quién_relativepronoun
quem_pronoun	quién_pronoun
quem_interrogativepronoun	quién_interrogativepronoun
estimulador_adjective	estimulador_adjective
experimental_adjective	experimental_adjective
américa-do-sul_propernoun	sudamérica_propernoun
presídio_noun	presidio_noun
irremissivelmente_adverb	irremisiblemente_adverb
antepassado_noun	antepasado_noun
registro_noun	empadronamiento_noun
saia_noun	falda_noun
vício_noun	adicción_noun
empenhar_verb	empeñar_verb
cobertura_noun	ático_noun
em-conseqüência-de_preposition	a-consecuencia-de_preposition
rechear_verb	rellenar_verb
incrível_adjective	increíble_adjective
argumentista_noun	argumentista_noun
catorze_numeral	catorce_numeral
modificador_noun	modificador_noun
nevada_noun	nevada_noun
cobiçoso_noun	codicioso_noun
trinta_numeral	treinta_numeral
oblongo_adjective	oblongo_adjective
transgenicamente_adverb	transgénicamente_adverb
cara-de-pau_adverb	cara-dura_adverb
lassamente_adverb	laxamente_adverb
prejudicialmente_adverb	perjudicialmente_adverb
destruidor_noun	destructor_noun
aceitável_adjective	aceptable_adjective
atraiçoar_verb	traicionar_verb
isento_adjective	exento_adjective
escurecer_verb	oscurecer_verb
camião_noun	camión_noun
tutorial_noun	tutorial_noun
mastro_noun	poste_noun
polonês_adjective	polonés_adjective
gravação_noun	grabación_noun
rita_propernoun	rita_propernoun
desnecessariamente_adverb	innecesariamente_adverb
cepal_propernoun	cepal_propernoun
gene_noun	gen_noun
duzentos_numeral	doscientos_numeral
simplesmente_adverb	simplemente_adverb
multilíngue_adjective	multilingüe_adjective
sub-restringido_adjective	subrestringido_adjective
idéia_noun	idea_noun
hf_noun	hf_noun
biénio_noun	bienio_noun
ds_propernoun	ds_propernoun
sucessivo_adjective	sucesivo_adjective
sustentabilidade_noun	sustentabilidad_noun
fala_noun	habla_noun
prudência_noun	prudencia_noun
carta-de-condução_noun	permiso-de-conducir_noun
disponivelmente_adverb	disponiblemente_adverb
contaminação_noun	contaminación_noun
lobular_adjective	lobular_adjective
hidrodinâmico_adjective	hidrodinámico_adjective
interrogado_noun	encuestado_noun
eroticamente_adverb	eróticamente_adverb
variacional_adjective	variacional_adjective
judeu_adjective	judío_adjective
gilberto_propernoun	gilberto_propernoun
evacuação_noun	evacuación_noun
circulação_noun	circulación_noun
atendedor-de-chamadas_noun	contestador_noun
consciência_noun	conciencia_noun
japonês_noun	japonés_noun
godó_propernoun	godó_propernoun
vaziamente_adverb	vacíamente_adverb
aparafusado_adjective	atornillado_adjective
sarri_propernoun	sarri_propernoun
afugentar_verb	ahuyentar_verb
ênfase_noun	énfasis_noun
fundo_adjective	hondo_adjective
sedentamente_adverb	sedientamente_adverb
inesgotavelmente_adverb	inagotablemente_adverb
espantoso_adjective	asombroso_adjective
vasconcelos_propernoun	vasconcelos_propernoun
enfermeiro_noun	enfermero_noun
ginecologia_noun	ginecología_noun
dinasticamente_adverb	dinásticamente_adverb
comemorar_verb	conmemorar_verb
extraordinário_adjective	exquisito_adjective
bilheteria_noun	taquilla_noun
cabrito_noun	cabrito_noun
atraentemente_adverb	llamativamente_adverb
sãmente_adverb	sanamente_adverb
purificação_noun	purificación_noun
subgrupo_noun	subgrupo_noun
booleano_adjective	booleano_adjective
ffd_propernoun	ffd_propernoun
diabeticamente_adverb	diabéticamente_adverb
resíduo_noun	residuo_noun
brocardo_noun	aforismo_noun
qualificar_verb	calificar_verb
rua_noun	calle_noun
corrente_noun	corriente_noun
respeitoso_adjective	respetuoso_adjective
detalhe_noun	detalle_noun
tramitação_noun	tramitación_noun
opressamente_adverb	opresamente_adverb
pluviômetro_noun	pluviómetro_noun
gmat_propernoun	gmat_propernoun
automaticamente_adverb	automáticamente_adverb
bloco_noun	bloque_noun
castelhanamente_adverb	castellanamente_adverb
meio-dia_noun	mediodía_noun
encurtamento_noun	acortamiento_noun
ordinário_adjective	ordinario_adjective
querela_noun	querella_noun
furar_verb	horadar_verb
desejo_noun	deseo_noun
cronológico_adjective	cronológico_adjective
quinhão_noun	porción_noun
fatura_noun	factura_noun
pró_adverb	pro_adverb
reposição_noun	reposición_noun
conceituado_adjective	considerado_adjective
rusticamente_adverb	rústicamente_adverb
formalidade_noun	formalidad_noun
arquibancada_noun	grada_noun
subtarefa_noun	subtarea_noun
sas_propernoun	sas_propernoun
hp_propernoun	hp_propernoun
sírio_adjective	sirio_adjective
pouco-a-pouco_adverb	poco-a-poco_adverb
coroar_verb	coronar_verb
acreditavelmente_adverb	acreditablemente_adverb
entoar_verb	entonar_verb
dinamarquês_noun	danés_noun
robótico_adjective	robótico_adjective
ebe_propernoun	ebe_propernoun
meio_noun	medio_noun
estocar_verb	almacenar_verb
lenhador_noun	leñador_noun
tabulado_adjective	tabulado_adjective
