ilegitimamente_adverb	il·legítimament_adverb
argamassa_noun	argamassa_noun
blasco_propernoun	blasco_propernoun
benfiquista_noun	benfiquista_noun
doo_propernoun	doo_propernoun
musacchio_propernoun	musacchio_propernoun
talha_noun	talla_noun
garboso_adjective	garbós_adjective
santa-fe-del-penedès_propernoun	santa-fe-del-penedès_propernoun
petra_propernoun	petra_propernoun
calicinal_adjective	calicinal_adjective
pulso_noun	canell_noun
megia_propernoun	megia_propernoun
ornitólogo_noun	ornitòleg_noun
sapiens_adjective	sapiens_adjective
atrasar_verb	endarrerir_verb
magnitude_noun	magnitud_noun
imperdível_adjective	imperdible_adjective
von-knorr_propernoun	von-knorr_propernoun
kacau_propernoun	kacau_propernoun
lotina_propernoun	lotina_propernoun
mongeon_propernoun	mongeon_propernoun
paroxístico_adjective	paroxístic_adjective
vilanova-del-camí_propernoun	vilanova-del-camí_propernoun
salichs_propernoun	salichs_propernoun
daltonismo_noun	daltonisme_noun
colard_propernoun	colard_propernoun
meireles_propernoun	meireles_propernoun
múmia_noun	mòmia_noun
excitante_adjective	excitant_adjective
guilló_propernoun	guilló_propernoun
hiperactividade_noun	hiperactivitat_noun
lladró_propernoun	lladró_propernoun
latitudinário_adjective	latitudinari_adjective
ghinelli_propernoun	ghinelli_propernoun
longo_adjective	llarg_adjective
cataldi_propernoun	cataldi_propernoun
exclave_noun	enclavament_noun
argumentador_noun	argumentador_noun
artioli_propernoun	artioli_propernoun
medical_adjective	medical_adjective
grafítico_adjective	grafític_adjective
espiritualmente_adverb	espiritualment_adverb
elhachem_propernoun	elhachem_propernoun
liébana_propernoun	liébana_propernoun
sempre_adverb	tothora_adverb
magnetostrição_noun	magnetostricció_noun
sapatilha_noun	sabatilla_noun
ghaddar_propernoun	ghaddar_propernoun
ordino_propernoun	ordino_propernoun
jansana_propernoun	jansana_propernoun
chagnon_propernoun	chagnon_propernoun
surf_noun	surf_noun
ethoré_propernoun	ethoré_propernoun
fiocchi_propernoun	fiocchi_propernoun
amenamente_adverb	amenament_adverb
da-mangueira_propernoun	da-mangueira_propernoun
monnier_propernoun	monnier_propernoun
inexterminável_adjective	inexterminable_adjective
von-lüde_propernoun	von-lüde_propernoun
meyrelles_propernoun	meyrelles_propernoun
esteganográfico_adjective	esteganogràfic_adjective
concessivo_adjective	concessiu_adjective
desvalorização_noun	devaluació_noun
malbaratar_verb	malbaratar_verb
laden_propernoun	laden_propernoun
relativamente_adverb	relativament_adverb
hesitação_noun	vacil·lació_noun
gingras_propernoun	gingras_propernoun
tratado_noun	tractat_noun
vice-rei_noun	virrei_noun
defecção_noun	defecció_noun
ceuta_propernoun	ceuta_propernoun
moretto_propernoun	moretto_propernoun
dinamização_noun	dinamització_noun
unitivo_adjective	unitiu_adjective
aristado_adjective	aristat_adjective
termodinâmico_adjective	termodinàmic_adjective
rebollo_propernoun	rebollo_propernoun
humanitário_adjective	humanitari_adjective
agnoletto_propernoun	agnoletto_propernoun
meio_noun	entorn_noun
habitual_adjective	habitual_adjective
túlio_noun	tuli_noun
bifurcação_noun	bifurcació_noun
memória_noun	memòria_noun
cádmio_noun	cadmi_noun
preferencialmente_adverb	preferencialment_adverb
tárrega_propernoun	tárrega_propernoun
aracaju_propernoun	aracaju_propernoun
catalogar_verb	catalogar_verb
refractário_adjective	refractari_adjective
indenização_noun	indemnització_noun
parque-de-campismo_noun	càmping_noun
chip_noun	xip_noun
zeng_propernoun	zeng_propernoun
defetível_adjective	defectible_adjective
preeminente_adjective	preeminent_adjective
clamor_noun	clam_noun
veronês_adjective	veronès_adjective
invasão_noun	invasió_noun
affronti_propernoun	affronti_propernoun
lanoso_adjective	llanós_adjective
vela_noun	bugia_noun
fiscalmente_adverb	fiscalment_adverb
diarreia_noun	diarrea_noun
irreverência_noun	irreverència_noun
flebotomia_noun	flebotomia_noun
malentacchi_propernoun	malentacchi_propernoun
pierron_propernoun	pierron_propernoun
cardoner_propernoun	cardoner_propernoun
gal_propernoun	gal_propernoun
à-medida-que_subordinatingconjunction	a-mesura-que_subordinatingconjunction
cloreto_noun	clorur_noun
adegi_propernoun	adegi_propernoun
macau_propernoun	macau_propernoun
semovente_adjective	semovent_adjective
acinoso_adjective	acinós_adjective
padró_propernoun	padró_propernoun
fotonuclear_adjective	fotonuclear_adjective
kurnikova_propernoun	kúrnikova_propernoun
depurador_noun	depurador_noun
régis_propernoun	régis_propernoun
torres_propernoun	torres_propernoun
otoni_propernoun	otoni_propernoun
nassau_propernoun	nassau_propernoun
trespassar_verb	traspassar_verb
tredese_propernoun	tredese_propernoun
refulgente_adjective	refulgent_adjective
giudice_propernoun	giudice_propernoun
teutónico_adjective	teutònic_adjective
deschênes_propernoun	deschênes_propernoun
incensurável_adjective	incensurable_adjective
genover-mas_propernoun	genover-mas_propernoun
escámez_propernoun	escámez_propernoun
condori_propernoun	condori_propernoun
objectável_adjective	objectable_adjective
mehenni_propernoun	mehenni_propernoun
oscilatoriamente_adverb	oscil·latòriament_adverb
da-silva_propernoun	da-silva_propernoun
grasu_propernoun	grasu_propernoun
olocau_propernoun	olocau_propernoun
touro_noun	toro_noun
vassalo_adjective	vassall_adjective
tetrágono_noun	tetràgon_noun
daltónico_adjective	daltònic_adjective
hiperestésico_adjective	hiperestèsic_adjective
sigmático_adjective	sigmàtic_adjective
perriguey_propernoun	perriguey_propernoun
semasiologia_noun	semasiologia_noun
herbívoro_adjective	herbívor_adjective
acidificar_verb	acidificar_verb
stroescu_propernoun	stroescu_propernoun
bárbaro_adjective	bàrbar_adjective
nancy_propernoun	nancy_propernoun
plutônio_noun	plutoni_noun
bellaguarda_propernoun	bellaguarda_propernoun
balão_noun	globus_noun
peônia_noun	peònia_noun
refractivo_adjective	refractiu_adjective
elevador_adjective	elevador_adjective
schumpeter_propernoun	schumpeter_propernoun
graças-a_preposition	gràcies-a_preposition
grave_adjective	greu_adjective
custoso_adjective	costós_adjective
pneumónico_adjective	pneumònic_adjective
schröder_propernoun	schröder_propernoun
anomalia_noun	anomalia_noun
tiezzi_propernoun	tiezzi_propernoun
aliprandi_propernoun	aliprandi_propernoun
stephens_propernoun	stephens_propernoun
alameddine_propernoun	alameddine_propernoun
hynes_propernoun	hynes_propernoun
artropatia_noun	artropatia_noun
afinamento_noun	afinament_noun
anilza_propernoun	anilza_propernoun
coon_propernoun	coon_propernoun
tranqüilizar_verb	tranquil·litzar_verb
autoestrada-com-portagem_noun	autopista-de-peatge_noun
karine_propernoun	karine_propernoun
castel_propernoun	castel_propernoun
bela_propernoun	bela_propernoun
barberini_propernoun	barberini_propernoun
ibsen_propernoun	ibsen_propernoun
maio_propernoun	maio_propernoun
queimada_noun	foc_noun
luminosamente_adverb	lluminosament_adverb
casual_adjective	casual_adjective
constitucional_adjective	constitucional_adjective
temerosamente_adverb	temerosament_adverb
aceleração_noun	acceleració_noun
multidão_noun	munió_noun
deltoidal_adjective	deltoidal_adjective
lava-jato_propernoun	lava-jato_propernoun
conservatório_noun	conservatori_noun
dividir_verb	dividir_verb
cuecas_noun	calçotets_noun
alcorânico_adjective	alcorànic_adjective
calce_propernoun	calce_propernoun
bartocci_propernoun	bartocci_propernoun
tarte_propernoun	tarte_propernoun
galsworthy_propernoun	galsworthy_propernoun
sindicador_adjective	sindicador_adjective
masturbação_noun	masturbació_noun
primariamente_adverb	primàriament_adverb
bagaria_propernoun	bagaria_propernoun
ecologia_noun	ecologia_noun
plana-alta_propernoun	plana-alta_propernoun
diversamente_adverb	diversament_adverb
mccreedy_propernoun	mccreedy_propernoun
tributário_adjective	tributari_adjective
montgai_propernoun	montgai_propernoun
dieléctrico_adjective	dielèctric_adjective
lafaille_propernoun	lafaille_propernoun
silbermann_propernoun	silbermann_propernoun
cogumelo_noun	bolet_noun
icónico_adjective	icònic_adjective
ofensa_noun	ofensa_noun
indumentária_noun	indumentària_noun
andaime_noun	bastida_noun
puta_noun	puta_noun
interlocutório_adjective	interlocutori_adjective
agudelo_propernoun	agudelo_propernoun
plasencia_propernoun	plasencia_propernoun
sanfaçon_propernoun	sanfaçon_propernoun
descompensação_noun	descompensació_noun
fabre_propernoun	fabre_propernoun
intermuscular_adjective	intermuscular_adjective
akséntieva_propernoun	akséntieva_propernoun
gravé_propernoun	gravé_propernoun
llombai_propernoun	llombai_propernoun
zero_noun	zero_noun
constant_propernoun	constant_propernoun
grande_adjective	gran_adjective
raio_noun	radi_noun
saia_noun	faldilla_noun
garibaldino_adjective	garibaldí_adjective
tudo-de-mal_pronoun	tot-allò-de-dolent_pronoun
qumaluk_propernoun	qumaluk_propernoun
ully_propernoun	ully_propernoun
sensório_adjective	sensori_adjective
palá_propernoun	palá_propernoun
olea_propernoun	olea_propernoun
firmamento_noun	firmament_noun
abdel_propernoun	abdel_propernoun
endemismo_noun	endemisme_noun
esposo_noun	espòs_noun
insónia_noun	insomni_noun
audi_propernoun	audi_propernoun
zavettieri_propernoun	zavettieri_propernoun
rousselot_propernoun	rousselot_propernoun
montalbán_propernoun	montalbán_propernoun
extenuação_noun	extenuació_noun
manaus_propernoun	manaus_propernoun
neilton_propernoun	neilton_propernoun
teleologia_noun	teleologia_noun
serpentini_propernoun	serpentini_propernoun
errôneo_adjective	erroni_adjective
circulante_adjective	circulant_adjective
cênico_adjective	escènic_adjective
floresta_propernoun	floresta_propernoun
búdico_adjective	búdic_adjective
iphone_propernoun	iphone_propernoun
sarrazin_propernoun	sarrazin_propernoun
panatta_propernoun	panatta_propernoun
dupras_propernoun	dupras_propernoun
bairro_noun	barri_noun
fiscalizador_adjective	fiscalitzador_adjective
cúmulo_noun	caramull_noun
mateos_propernoun	mateos_propernoun
apreciado_adjective	apreciat_adjective
zapf_propernoun	zapf_propernoun
virgílio_propernoun	virgílio_propernoun
sónico_adjective	sònic_adjective
bissexto_adjective	bissextil_adjective
kearns_propernoun	kearns_propernoun
brett_propernoun	brett_propernoun
favara_propernoun	favara_propernoun
relaxado_adjective	relaxat_adjective
cochrane_propernoun	cochrane_propernoun
medal_propernoun	medal_propernoun
hamas_propernoun	hamas_propernoun
cepticismo_noun	escepticisme_noun
fréreault_propernoun	fréreault_propernoun
budin_propernoun	budin_propernoun
conejero_propernoun	conejero_propernoun
confortabilidade_noun	confortabilitat_noun
música_noun	música_noun
nampula_propernoun	nampula_propernoun
arredondamento_noun	arrodoniment_noun
darci_propernoun	darci_propernoun
o-tempo-todo_adverb	tota-l'estona_adverb
único_adjective	únic_adjective
monteiro_propernoun	monteiro_propernoun
curto_propernoun	curto_propernoun
crocodilo_noun	cocodril_noun
septuagésimo-oitavo_adjective	setanta-vuitè_adjective
miscigenação_noun	mestissatge_noun
európio_noun	europi_noun
posterior_adjective	posterior_adjective
mentideiro_noun	mentider_noun
lascivo_adjective	lasciu_adjective
michael_propernoun	michael_propernoun
sumptuosidade_noun	sumptuositat_noun
grifoll_propernoun	grifoll_propernoun
denotação_noun	denotació_noun
conquanto_subordinatingconjunction	per-bé-que_subordinatingconjunction
merchadier_propernoun	merchadier_propernoun
laffont_propernoun	laffont_propernoun
acumular_verb	acumular_verb
quesa_propernoun	quesa_propernoun
segado_propernoun	segado_propernoun
puramente_adverb	purament_adverb
homológico_adjective	homològic_adjective
éamon_propernoun	éamon_propernoun
yee_propernoun	yee_propernoun
povoação_noun	poble_noun
por-toda-a-parte_adverb	pertot-arreu_adverb
dominica_propernoun	dominica_propernoun
ricart_propernoun	ricart_propernoun
corvin_propernoun	corvin_propernoun
viña_propernoun	viña_propernoun
grandeza_noun	grandesa_noun
tractorista_noun	tractorista_noun
denudação_noun	denudació_noun
camioneta_noun	camioneta_noun
teixeira_propernoun	teixeira_propernoun
aspirot_propernoun	aspirot_propernoun
aluísio_propernoun	aluísio_propernoun
eminescu_propernoun	eminescu_propernoun
rashid_propernoun	rashid_propernoun
caballo_propernoun	caballo_propernoun
medicação_noun	medicació_noun
betty_propernoun	betty_propernoun
alvizuri_propernoun	alvizuri_propernoun
wolfgang_propernoun	wolfgang_propernoun
interpelação_noun	interpel·lació_noun
rocelli_propernoun	rocelli_propernoun
após-guerra_noun	postguerra_noun
quadrado_noun	quadrat_noun
polimórfico_adjective	polimòrfic_adjective
reto_adjective	recte_adjective
de-figueiredo_propernoun	de-figueiredo_propernoun
spielberg_propernoun	spielberg_propernoun
uniangular_adjective	uniangular_adjective
indignante_adjective	indignant_adjective
radiguet_propernoun	radiguet_propernoun
passado_noun	passat_noun
expulsivo_adjective	expulsiu_adjective
yoshi_propernoun	yoshi_propernoun
belipotente_adjective	bel·lipotent_adjective
barras_propernoun	barras_propernoun
rodó_propernoun	rodó_propernoun
involução_noun	involució_noun
falcone_propernoun	falcone_propernoun
audivelmente_adverb	audiblement_adverb
nidificação_noun	nidificació_noun
planificador_adjective	planificador_adjective
polibásico_adjective	polibàsic_adjective
puertas_propernoun	puertas_propernoun
isabel_propernoun	isabel_propernoun
goodall_propernoun	goodall_propernoun
la-pobla-de-lillet_propernoun	la-pobla-de-lillet_propernoun
agres_propernoun	agres_propernoun
moss_propernoun	moss_propernoun
totalizador_adjective	totalitzador_adjective
vigilante_adjective	vigilant_adjective
mamã_noun	mamà_noun
beauvoir_propernoun	beauvoir_propernoun
arquitecto_noun	arquitecte_noun
importunação_noun	importunació_noun
bigras_propernoun	bigras_propernoun
reche_propernoun	reche_propernoun
calvo_propernoun	calvo_propernoun
baix-llobregat_propernoun	baix-llobregat_propernoun
enlaçar_verb	enllaçar_verb
totalidade_noun	totalitat_noun
dualidade_noun	dualitat_noun
giușcă_propernoun	giușcă_propernoun
miccoli_propernoun	miccoli_propernoun
tenente-coronel_noun	tinent-coronel_noun
funcionário_noun	funcionari_noun
sandra_propernoun	sandra_propernoun
dissimulador_adjective	dissimulador_adjective
ann_propernoun	ann_propernoun
becali_propernoun	becali_propernoun
capellades_propernoun	capellades_propernoun
jimeno_propernoun	jimeno_propernoun
pueyo_propernoun	pueyo_propernoun
óptimo_adjective	òptim_adjective
colillas_propernoun	colillas_propernoun
lai_propernoun	lai_propernoun
nidação_noun	nidació_noun
intelectivo_adjective	intel·lectiu_adjective
peta_propernoun	peta_propernoun
etxegoien_propernoun	etxegoien_propernoun
crônico_adjective	crònic_adjective
relaxação_noun	relaxació_noun
saumure_propernoun	saumure_propernoun
sanche_propernoun	sanche_propernoun
corvillo_propernoun	corvillo_propernoun
shah_propernoun	shah_propernoun
oftalmologista_noun	oftalmòleg_noun
gailloux_propernoun	gailloux_propernoun
intolerabilidade_noun	intolerabilitat_noun
coreano_adjective	coreà_adjective
germi_propernoun	germi_propernoun
inquietamente_adverb	inquietament_adverb
reunião_noun	reunió_noun
valetudinário_adjective	valetudinari_adjective
mago_noun	mag_noun
divisivelmente_adverb	divisiblement_adverb
loss_propernoun	loss_propernoun
refractividade_noun	refractivitat_noun
fargas_propernoun	fargas_propernoun
impetração_noun	impetració_noun
irmanar_verb	agermanar_verb
pellitteri_propernoun	pellitteri_propernoun
triunfalista_adjective	triomfalista_adjective
pianetta_propernoun	pianetta_propernoun
rendibilidade_noun	rendibilitat_noun
alió_propernoun	alió_propernoun
la-romana_propernoun	la-romana_propernoun
rede_noun	xarxa_noun
irrealidade_noun	irrealitat_noun
rafael_propernoun	rafael_propernoun
de-niro_propernoun	de-niro_propernoun
anglada_propernoun	anglada_propernoun
bautistà_propernoun	bautistà_propernoun
soldador_adjective	soldador_adjective
cético_adjective	escèptic_adjective
alexe_propernoun	alexe_propernoun
carnal_adjective	carnal_adjective
greve_noun	vaga_noun
reconciliável_adjective	reconciliable_adjective
peralta_propernoun	peralta_propernoun
