esclofollar_verb	éplucher_verb
desnoyers_propernoun	desnoyers_propernoun
persuasiu_adjective	persuasif_adjective
cariello_propernoun	cariello_propernoun
hawking_propernoun	hawking_propernoun
aranzana_propernoun	aranzana_propernoun
wheeler_propernoun	wheeler_propernoun
apoteòtic_adjective	apothéotique_adjective
piconadora_noun	compacteur_noun
vitalitzar_verb	vitaliser_verb
petitclerc_propernoun	petitclerc_propernoun
forçós_adjective	forcé_adjective
centèsima_noun	centième_noun
governació_noun	gouvernorat_noun
gielgud_propernoun	gielgud_propernoun
desmaiar_verb	évanouir_verb
demà-passat-al-migdia_adverb	après-demain-midi_adverb
cornado_propernoun	cornado_propernoun
esmena_noun	amendement_noun
baixkir_noun	bachkir_noun
tenir-efecte_verb	avoir-de-l'effet_verb
savalli_propernoun	savalli_propernoun
cicatritzar_verb	cicatriser_verb
bergson_propernoun	bergson_propernoun
complement_noun	complément_noun
matisar_verb	nuancer_verb
economia_noun	économie_noun
secessionista_adjective	secessionniste_adjective
penúria_noun	pénurie_noun
izabelle_propernoun	izabelle_propernoun
monsenyor_noun	monseigneur_noun
teixidor_propernoun	teixidor_propernoun
trinitari_adjective	trinitaire_adjective
paparra_noun	tique_noun
cívicament_adverb	civiquement_adverb
unànimement_adverb	unanimement_adverb
fanal_noun	lampadaire_noun
valente_propernoun	valente_propernoun
paller_noun	botte-de-foin_noun
ortofonia_noun	orthophonie_noun
padovani_propernoun	padovani_propernoun
alça_interjection	oh-là-là_interjection
assentir_verb	acquiescer_verb
elliott_propernoun	elliott_propernoun
nova-escòcia_propernoun	nouvelle-écosse_propernoun
gat_noun	chat_noun
esponja_noun	éponge_noun
mongeau_propernoun	mongeau_propernoun
rebolcar_verb	vautrer_verb
tyndale_propernoun	tyndale_propernoun
escaramussar_verb	escarmoucher_verb
comportar_verb	comporter_verb
detenció_noun	detention_noun
capacchione_propernoun	capacchione_propernoun
grapat_noun	faisceau_noun
vreni_propernoun	vreni_propernoun
xaman_noun	chaman_noun
predefinir_verb	prédéfinir_verb
alameda_propernoun	alameda_propernoun
byte_noun	octet_noun
degola_propernoun	degola_propernoun
schlein_propernoun	schlein_propernoun
fràgilment_adverb	fragilement_adverb
anus_noun	anus_noun
la-febró_propernoun	la-febró_propernoun
flotilla_noun	flottille_noun
pandemoni_noun	pandémonium_noun
poliploide_adjective	polyploïde_adjective
diferentment_adverb	distinctement_adverb
planetari_adjective	planétaire_adjective
persa_noun	perse_noun
executòriament_adverb	exécutoirement_adverb
palatabilitat_noun	palatabilité_noun
nòrdic_noun	norrain_noun
pingüí_noun	pingouin_noun
folrar_verb	fourrer_verb
alps_propernoun	alpes_propernoun
nimes_propernoun	nîmes_propernoun
ensamblar_verb	assembler_verb
sartre_propernoun	sartre_propernoun
bubbico_propernoun	bubbico_propernoun
formiat_noun	formiate_noun
cloquejar_verb	glousser_verb
rogers_propernoun	rogers_propernoun
franquesa_propernoun	franquesa_propernoun
pavão_propernoun	pavão_propernoun
vatcher_propernoun	vatcher_propernoun
calça_noun	guêtre_noun
balmes_propernoun	balmes_propernoun
pariente_propernoun	pariente_propernoun
elgar_propernoun	elgar_propernoun
cándida_propernoun	cándida_propernoun
dècan_propernoun	dekhan_propernoun
campestre_adjective	champêtre_adjective
teodosi_propernoun	théodose_propernoun
liró_noun	loir_noun
cabacés_propernoun	cabacés_propernoun
interferencial_adjective	interférentiel_adjective
esclariment_noun	éclaircissement_noun
viking_noun	viking_noun
abans-d'ahir-a-la-tarda_adverb	avant-hier-après-midi_adverb
contrariar_verb	désobliger_verb
irazusta_propernoun	irazusta_propernoun
guarch_propernoun	guarch_propernoun
isard_noun	chamois_noun
categòric_adjective	tranché_adjective
adorablement_adverb	adorablement_adverb
transcultural_adjective	transculturel_adjective
ideologia_noun	idéologie_noun
pellicini_propernoun	pellicini_propernoun
boví_noun	bovin_noun
pelàgic_adjective	pélagique_adjective
fer-miques_verb	tailler-en-pièces_verb
berrouard_propernoun	berrouard_propernoun
monacat_noun	monachisme_noun
euphémie_propernoun	euphémie_propernoun
lluís_propernoun	louis_propernoun
tampieri_propernoun	tampieri_propernoun
hossu_propernoun	hossu_propernoun
sopor_noun	soupeur_noun
maco_adjective	chouette_adjective
nicol_noun	nicol_noun
von-beaulieu-marconnay_propernoun	von-beaulieu-marconnay_propernoun
pujado_propernoun	pujado_propernoun
petunia_propernoun	petunia_propernoun
plebiscit_noun	plébiscite_noun
discontinuar_verb	discontinuer_verb
revelació_noun	révélation_noun
piuze_propernoun	piuze_propernoun
pestana_propernoun	pestana_propernoun
filatura_noun	filature_noun
copulació_noun	copulation_noun
precàriament_adverb	précairement_adverb
mundialització_noun	mondialisation_noun
infidelment_adverb	infidèlement_adverb
admissió_noun	admission_noun
fraseològic_adjective	phraséologique_adjective
aparició_noun	apparition_noun
hipomania_noun	hypomanie_noun
expedient_noun	expédient_noun
simard_propernoun	simard_propernoun
bravo_interjection	bravo_interjection
degani_propernoun	degani_propernoun
alcàsser_propernoun	alcácer_propernoun
bittar_propernoun	bittar_propernoun
consuetudinàriament_adverb	coutumièrement_adverb
cèsar-august_propernoun	auguste_propernoun
en-contra-meva_adverb	à-mon-encontre_adverb
alice_propernoun	alice_propernoun
anastasia_propernoun	anastasia_propernoun
bakker_propernoun	bakker_propernoun
ovulació_noun	ovulation_noun
anglòfob_adjective	anglophobe_adjective
diferenciable_adjective	différenciable_adjective
emboçar_verb	museler_verb
roncero_propernoun	roncero_propernoun
kenedy_propernoun	kenedy_propernoun
von-schlosser_propernoun	von-schlosser_propernoun
micològic_adjective	mycologique_adjective
particularisme_noun	particularisme_noun
quintar_verb	tirer-au-sort_verb
vannoni_propernoun	vannoni_propernoun
nictitant_adjective	nictitant_adjective
semita_noun	sémite_noun
acuitar_verb	pourchasser_verb
page_propernoun	page_propernoun
guarir_verb	soigner_verb
gubau_propernoun	gubau_propernoun
abrera_propernoun	abrera_propernoun
softbol_noun	softball_noun
informatiu_adjective	informatif_adjective
programàtic_adjective	programmatique_adjective
puigcerver_propernoun	puigcerver_propernoun
camiré_propernoun	camiré_propernoun
figuera_noun	figuier_noun
capital_noun	chef-lieu_noun
bornemisza_propernoun	bornemisza_propernoun
lila_propernoun	lila_propernoun
mitòtic_adjective	mitotique_adjective
al-l'entorn_adverb	autour_adverb
rigoberta_propernoun	rigoberta_propernoun
sentimentalisme_noun	sentimentalisme_noun
transvestit_noun	travesti_noun
gozálvez_propernoun	gozálvez_propernoun
alfabetitzar_verb	alphabétiser_verb
prioritari_adjective	prioritaire_adjective
dretà_adjective	droitier_adjective
inexecutat_adjective	inexécuté_adjective
brisebois_propernoun	brisebois_propernoun
insipiditat_noun	insipidité_noun
cirene_propernoun	cyrène_propernoun
loza_propernoun	loza_propernoun
lamirande_propernoun	lamirande_propernoun
lechado_propernoun	lechado_propernoun
nuncupatiu_adjective	nuncupatif_adjective
cross_propernoun	cross_propernoun
referència_noun	référencement_noun
al-davant_adverb	au-devant_adverb
sublunar_adjective	sublunaire_adjective
hivernant_noun	hivernant_noun
rosselló_propernoun	rosselló_propernoun
oreneta_noun	hirondelle_noun
indeclinable_adjective	indéclinable_adjective
morley_propernoun	morley_propernoun
acubar_verb	étouffer_verb
quànticament_adverb	quantiquement_adverb
d'apollonio_propernoun	d'apollonio_propernoun
interurbà_adjective	interurbain_adjective
depravació_noun	dépravation_noun
joséphine_propernoun	joséphine_propernoun
teixir_verb	tisser_verb
ung_propernoun	ung_propernoun
tan_adverb	si_adverb
nunciatura_noun	nonciature_noun
apocromàtic_adjective	apochromatique_adjective
josé-maría_propernoun	josé-maría_propernoun
immoble_noun	immeuble_noun
acarnissar_verb	acharner_verb
ètnia_noun	ethnie_noun
bouazza_propernoun	bouazza_propernoun
instrumentari_adjective	instrumentaire_adjective
asperger_propernoun	asperger_propernoun
però_coordinatingconjunction	mais_coordinatingconjunction
xenia_propernoun	xenia_propernoun
en-un-altre-lloc_adverb	ailleurs_adverb
sentit_noun	sens_noun
turbina_noun	turbine_noun
vanitosament_adverb	vaniteusement_adverb
mont-roig-del-camp_propernoun	mont-roig-del-camp_propernoun
callés_propernoun	callés_propernoun
faena-a-mitja-jornada_noun	mi-temps_noun
corbata_noun	cravate_noun
estar-a-matadegolla_verb	être-à-couteaux-tirés_verb
cobrir_verb	vêtir_verb
pisano_propernoun	pisano_propernoun
jofré_propernoun	jofré_propernoun
fogliani_propernoun	fogliani_propernoun
gatzara_noun	vacarme_noun
nath_propernoun	nath_propernoun
compaño_propernoun	compaño_propernoun
aguadé_propernoun	aguadé_propernoun
nottaway_propernoun	nottaway_propernoun
enharmònic_adjective	enharmonique_adjective
pros_propernoun	pros_propernoun
llemosí_adjective	limougeaud_adjective
figurant_noun	figurant_noun
esquifidesa_noun	chétivité_noun
cornwallis_propernoun	cornwallis_propernoun
safor_propernoun	safor_propernoun
bradbury_propernoun	bradbury_propernoun
cabeza_propernoun	cabeza_propernoun
vehicular_verb	véhiculer_verb
conductimetria_noun	conductimétrie_noun
estiloide_adjective	styloïde_adjective
frigon_propernoun	frigon_propernoun
antinazi_adjective	antinazi_adjective
peix_noun	poisson_noun
lieberman_propernoun	lieberman_propernoun
fanatisme_noun	fanatisme_noun
el-vostre_pronoun	votre_pronoun
el-vostre_possessivepronoun	votre_possessivepronoun
el-vostre_determiner	votre_determiner
el-vostre_determiner	votre_determiner
el-vostre_determiner	votre_determiner
el-vostre_possessivepronoun	votre_possessivepronoun
progressivament_adverb	progressivement_adverb
enquadernar_verb	relier_verb
test_noun	test_noun
lluïsa_propernoun	lluïsa_propernoun
von-weichs_propernoun	von-weichs_propernoun
estafeta_noun	bureau-de-poste_noun
imbècil_adjective	imbécile_adjective
maillol_propernoun	maillol_propernoun
genèricament_adverb	génériquement_adverb
acri_propernoun	acri_propernoun
disfuncionalitat_noun	dysfonctionnement_noun
dinamòmetre_noun	dynamomètre_noun
emmy_propernoun	emmy_propernoun
reconfiguració_noun	reconfiguration_noun
lladorre_propernoun	lladorre_propernoun
portbou_propernoun	portbou_propernoun
desodorant_noun	déodorant_noun
logotip_noun	logotype_noun
corbera-d'ebre_propernoun	corbera-d'ebre_propernoun
il·lusionat_adjective	illusionné_adjective
bauzà_propernoun	bauzà_propernoun
hull_propernoun	hull_propernoun
adormir_verb	assoupir_verb
pèrdua_noun	perte_noun
capitalitzar_verb	capitaliser_verb
israelita_adjective	israélite_adjective
momentàniament_adverb	momentanément_adverb
il·lusió_noun	illusion_noun
cotoner_adjective	cotonnier_adjective
espia_noun	barbouze_noun
famolenc_adjective	affamé_adjective
raf_noun	raf_noun
jovita_propernoun	jovita_propernoun
yesenia_propernoun	yesenia_propernoun
respectuosament_adverb	respectueusement_adverb
aclarir_verb	éclaircir_verb
enterrar_verb	enfouir_verb
inintel·ligiblement_adverb	inintelligiblement_adverb
carmiña_propernoun	carmiña_propernoun
greene_propernoun	greene_propernoun
ros_noun	blond_noun
grandbois_propernoun	grandbois_propernoun
intensificació_noun	intensification_noun
aril_noun	arille_noun
acuradament_adverb	soigneusement_adverb
brediceanu_propernoun	brediceanu_propernoun
fuel_noun	fuel_noun
corrosivitat_noun	corrosivité_noun
tassos_propernoun	thasos_propernoun
químic_noun	chimiste_noun
explicable_adjective	explicable_adjective
baum_propernoun	baum_propernoun
fontabella_propernoun	fontabella_propernoun
tadros_propernoun	tadros_propernoun
mislata_propernoun	mislata_propernoun
timbre_noun	sonnette_noun
tristesa_noun	tristesse_noun
corticosterona_noun	corticostérone_noun
catul_propernoun	catul_propernoun
idíl·lic_adjective	idyllique_adjective
sociòpata_noun	sociopathe_noun
pica_noun	bénitier_noun
cuéllar_propernoun	cuéllar_propernoun
toroide_noun	toroïde_noun
ludió_noun	ludion_noun
pichí_propernoun	pichí_propernoun
quadriga_noun	quadrige_noun
net_adjective	propre_adjective
foixà_propernoun	foixà_propernoun
lusità_adjective	lusitanien_adjective
grotesc_adjective	grotesque_adjective
ermessenda_propernoun	ermessende_propernoun
automàticament_adverb	automatiquement_adverb
gangrenós_adjective	gangréneux_adjective
un-darrere-l'altre_adverb	à-l'affilée_adverb
rebecchini_propernoun	rebecchini_propernoun
valenzuela_propernoun	valenzuela_propernoun
dilaceració_noun	dilacération_noun
periant_noun	périanthe_noun
verney_propernoun	verney_propernoun
crous_propernoun	crous_propernoun
algebrista_noun	algébriste_noun
bruneau_propernoun	bruneau_propernoun
antiraquític_adjective	antirachitique_adjective
toubia_propernoun	toubia_propernoun
romanitzar_verb	romaniser_verb
ferricianur_noun	ferricyanure_noun
estadella_propernoun	estadella_propernoun
retard_noun	retard_noun
baixa_noun	baisse_noun
preromànic_adjective	préroman_adjective
barrull_propernoun	barrull_propernoun
gaussin_propernoun	gaussin_propernoun
johnnie_propernoun	johnnie_propernoun
rotterdam_propernoun	rotterdam_propernoun
millor_adjective	meilleur_adjective
angelisme_noun	angélisme_noun
akın_propernoun	akın_propernoun
extravascular_adjective	extravasculaire_adjective
reanimació_noun	réanimation_noun
penca_noun	culot_noun
desassimilació_noun	désassimilation_noun
cohabitant_noun	cohabitant_noun
tănase_propernoun	tănase_propernoun
barracó_noun	baraquement_noun
norah_propernoun	norah_propernoun
costi_propernoun	costi_propernoun
alcà_noun	alcane_noun
patacada_noun	coup-de-boutoir_noun
classificar_verb	classer_verb
mandra_noun	indole_noun
cristiandat_noun	chrétienté_noun
diab_propernoun	diab_propernoun
zappalà_propernoun	zappalà_propernoun
italina_propernoun	italina_propernoun
norina_propernoun	norina_propernoun
bamako_propernoun	bamako_propernoun
pietista_noun	piétiste_noun
ceret_propernoun	céret_propernoun
maas_propernoun	maas_propernoun
plana_noun	plaine_noun
cubista_adjective	cubiste_adjective
ciobanu_propernoun	ciobanu_propernoun
fatxa_noun	facho_noun
noce_propernoun	noce_propernoun
divisionisme_noun	divisionnisme_noun
germà_propernoun	germà_propernoun
imperfet_noun	imparfait_noun
simenon_propernoun	simenon_propernoun
windows-embedded_propernoun	windows-embedded_propernoun
anèmic_noun	anémique_noun
haver-de_modal	devoir_modal
equipol·lent_adjective	équipollent_adjective
vesiculós_adjective	vésiculeux_adjective
clarejar_verb	commencer-à-faire-jour_verb
jeannot_propernoun	jeannot_propernoun
videoclub_noun	vidéoclub_noun
arrodoniment_noun	arrondissement_noun
ressonador_noun	résonateur_noun
gandia_propernoun	gandía_propernoun
anhedonia_noun	anhédonie_noun
gran-ducat_noun	grand-duché_noun
concertant_adjective	concertant_adjective
colombo_propernoun	colombo_propernoun
esterificar_verb	estérifier_verb
jeure_verb	gésir_verb
von-alvensleben_propernoun	von-alvensleben_propernoun
janiya_propernoun	janiya_propernoun
ton_propernoun	ton_propernoun
travis_propernoun	travis_propernoun
devine_propernoun	devine_propernoun
manuscrit_noun	manuscrit_noun
setanta-huit_numeral	soixante-dix-huit_numeral
salom_propernoun	salom_propernoun
venerar_verb	vénérer_verb
inhalador_noun	inhalateur_noun
eurozona_noun	eurozone_noun
pop_adjective	pop_adjective
patagònia_propernoun	patagonie_propernoun
a-espentes-i-redolons_adverb	malgré-tous-les-obstacles_adverb
bengalí_adjective	bengalais_adjective
bantu_noun	bantou_noun
adnan_propernoun	adnan_propernoun
rodenticida_adjective	rodenticide_adjective
crema_noun	crème_noun
aventurer_adjective	aventurier_adjective
marsden_propernoun	marsden_propernoun
borràs_propernoun	borràs_propernoun
gilda_propernoun	gilda_propernoun
creu_noun	croix_noun
raposo_propernoun	raposo_propernoun
estébanez_propernoun	estébanez_propernoun
fitor_propernoun	fitor_propernoun
nervació_noun	nervation_noun
esperonar_verb	éperonner_verb
irrigar_verb	irriguer_verb
saraiva_propernoun	saraiva_propernoun
desiré_propernoun	desiré_propernoun
setrilleres_noun	huilier_noun
barni_propernoun	barni_propernoun
aleixandre_propernoun	aleixandre_propernoun
automatisme_noun	automatisme_noun
culpa_noun	tort_noun
passivitat_noun	passivité_noun
mccormick_propernoun	mccormick_propernoun
loída_propernoun	loída_propernoun
neerlandès_noun	néerlandais_noun
furt_noun	larcin_noun
abonyegar_verb	cabosser_verb
einstein_propernoun	einstein_propernoun
iodur_noun	iodure_noun
bolaño_propernoun	bolaño_propernoun
nortes_propernoun	nortes_propernoun
nolla_propernoun	nolla_propernoun
alli_propernoun	alli_propernoun
sicard_propernoun	sicard_propernoun
cocentaina_propernoun	cocentaina_propernoun
bernunzo_propernoun	bernunzo_propernoun
publicitat_noun	pub_noun
preliminar_noun	préliminaire_noun
