reformación_noun	réformation_noun
cabizbajo_adjective	tête-basse_adjective
unzueta_propernoun	unzueta_propernoun
jardinero_noun	jardinier_noun
aridificación_noun	aridification_noun
unicornio_noun	licorne_noun
noventa-y-seis_numeral	quatre-vingt-seize_numeral
adecuado_adjective	approprié_adjective
cuenta-de-resultados_noun	compte-de-résultat_noun
profundizar_verb	approfondir_verb
tóxico_adjective	toxique_adjective
alto-el-fuego_noun	cessez-le-feu_noun
toxicómano_noun	toxicomane_noun
egoi_propernoun	egoi_propernoun
miles_noun	milliers_noun
decente_adjective	décent_adjective
amuriza_propernoun	amuriza_propernoun
estrella-polar_propernoun	la-polaire_propernoun
timanfaya_propernoun	timanfaya_propernoun
beneficiario_adjective	bénéficiaire_adjective
precisar_verb	préciser_verb
aquiescencia_noun	acquiescement_noun
analfabetismo_noun	analphabétisme_noun
alberto-durero_propernoun	albrecht-dürer_propernoun
presente_adjective	présent_adjective
aviso-legal_noun	notification-légale_noun
obviamente_adverb	évidemment_adverb
optar_verb	opter_verb
usar_verb	user_verb
atemporal_adjective	intemporel_adjective
esplá_propernoun	esplá_propernoun
zarpazo_noun	coup-de-griffe_noun
catedral_noun	cathédrale_noun
rubor_noun	rougeur_noun
katmandú_propernoun	katmandu_propernoun
carole_propernoun	carole_propernoun
ambulancia_noun	ambulance_noun
pretemporada_noun	avant-saison_noun
andamio_noun	échafaudage_noun
traumatismo-craneal_noun	traumatisme-crânien_noun
balboa_propernoun	balboa_propernoun
relación-nominal_noun	rapport-nominal_noun
abdullah-ahmad-badawi_propernoun	abdullah-ahmad-badawi_propernoun
especulación_noun	spéculation_noun
inútil_adjective	inutile_adjective
periodo-de-liquidación_noun	période-de-facturation_noun
puntual_adjective	ponctuel_adjective
subprime_adjective	subprime_adjective
viudez_noun	veuvage_noun
andiján_propernoun	andijan_propernoun
evidencia_noun	évidence_noun
con-el-fin-de-que_subordinatingconjunction	afin-que_subordinatingconjunction
pagar_verb	appointer_verb
lástima_noun	dommage_noun
adarra_propernoun	adarra_propernoun
teñir_verb	chiner_verb
exclamar_verb	écrier_verb
renania_propernoun	rhénanie_propernoun
matriculación_noun	inscription_noun
antuco_propernoun	antuco_propernoun
pequeño-belt_propernoun	petit-belt_propernoun
pagar-al-vencimiento_verb	payer-à-l'échéance_verb
destacar_verb	exceller_verb
treveris_propernoun	tréves_propernoun
ingmar_propernoun	ingmar_propernoun
submarino_noun	sous-marin_noun
elemental_adjective	élémentaire_adjective
párpado_noun	paupière_noun
juárez_propernoun	juárez_propernoun
precedente_noun	précédent_noun
alavaro_propernoun	alavaro_propernoun
abismo_noun	abîme_noun
fallecimiento_noun	décès_noun
certificado-de-cargas_noun	certificat-de-charge_noun
saludar_verb	saluer_verb
apedrear_verb	lapider_verb
encontrar-siempre-una-salida_verb	avoir-plus-d'un-tour-dans-son-sac_verb
sida_noun	sida_noun
infantil_adjective	enfantin_adjective
vencimiento_noun	échéance_noun
fugar_verb	enfuir_verb
catastrófico_adjective	catastrophique_adjective
trampa_noun	piège_noun
vosotros_pronoun	vous_pronoun
llenar_verb	remplir_verb
foto_noun	photo_noun
se_pronoun	on_pronoun
se_reflexivepersonalpronoun	on_reflexivepersonalpronoun
monetario_adjective	monétaire_adjective
deudor_noun	débiteur_noun
exilio_noun	exil_noun
seis_adjective	six_adjective
hsbc_noun	hsbc_noun
deslucido_adjective	terne_adjective
celebrar_verb	célébrer_verb
incentivo_noun	stimulant_noun
vuelo-de-prueba_noun	vol-test_noun
trueba_propernoun	trueba_propernoun
mesias_propernoun	messie_propernoun
seducción_noun	séduction_noun
anales_noun	annales_noun
andrés_propernoun	andrés_propernoun
jáuregui_propernoun	jáuregui_propernoun
udmurtia_propernoun	oudmourtia_propernoun
escipión_propernoun	scipion_propernoun
brillante_adjective	brillant_adjective
continuo_adjective	continuel_adjective
apoyo_noun	soutien_noun
interferir_verb	interférer_verb
tinte_noun	teinture_noun
indignidad_noun	indignité_noun
comunitario_adjective	communautaire_adjective
inversión_noun	investissement_noun
bruyneel_propernoun	bruyneel_propernoun
sylvester-stallone_propernoun	sylvester-stallone_propernoun
amalia_propernoun	amalia_propernoun
adicional_adjective	supplémentaire_adjective
europeo_adjective	européen_adjective
jugador_adjective	joueur_adjective
cantidad_noun	quantité_noun
fotocopia_noun	photocopie_noun
individualizar_verb	individualiser_verb
ardatza_propernoun	ardatza_propernoun
tokio_propernoun	tokyo_propernoun
lawrence-de-arabia_propernoun	lawrence-d'arabie_propernoun
norte_noun	nord_noun
aferrar_verb	crocher_verb
desarchivar_verb	désarchiver_verb
mayenne_propernoun	mayenne_propernoun
amina_noun	amine_noun
mallorca_propernoun	majorque_propernoun
médula_noun	moelle_noun
turkmenistán_propernoun	turkménistan_propernoun
pérdida_noun	déchet_noun
carencia_noun	manque_noun
tarento_propernoun	tarente_propernoun
calibrar_verb	jauger_verb
saltillo_propernoun	saltillo_propernoun
serinor_propernoun	serinor_propernoun
estados-unidos_propernoun	les-états-unis_propernoun
alpiste_noun	alpiste_noun
tostada_noun	toast_noun
hispano_adjective	hispanique_adjective
remedio_noun	remède_noun
virgen_adjective	vierge_adjective
para-su-trámite_subordinatingconjunction	pour-sa-démarche_subordinatingconjunction
saint-etienne_propernoun	saint-etienne_propernoun
bucarest_propernoun	bucarest_propernoun
vacaciones_noun	vacance_noun
senegal_propernoun	sénégal_propernoun
flexibilidad_noun	flexibilité_noun
icaro_propernoun	icare_propernoun
franklin_propernoun	franklin_propernoun
karim_propernoun	karim_propernoun
telefónica_propernoun	telefónica_propernoun
deseo_noun	désir_noun
concepción_noun	conception_noun
habitación_noun	chambre_noun
alessandra_propernoun	alessandra_propernoun
son_noun	son_noun
asustar_verb	effaroucher_verb
bonificación_noun	prime_noun
cirugía_noun	chirurgie_noun
fidelidad_noun	fidélité_noun
noventa-y-nueve_numeral	quatre-vingt-dix-neuf_numeral
ancestral_adjective	ancestral_adjective
bruesa_propernoun	bruesa_propernoun
cuajar_verb	cailler_verb
omt_noun	omt_noun
bengala_noun	fusée_noun
manceba_noun	jeune-fille_noun
bourg-en-bresse_propernoun	bourg-en-bresse_propernoun
navarro_noun	navarrais_noun
disturbio_noun	trouble_noun
lugar_noun	place_noun
aena_propernoun	aena_propernoun
incorporación_noun	incorporation_noun
descansar_verb	reposer_verb
parra_propernoun	parra_propernoun
morio_propernoun	morio_propernoun
digitala_propernoun	digitala_propernoun
aritmética_noun	arithmétique_noun
elortza_propernoun	elortza_propernoun
reciclado_adjective	recyclé_adjective
régimen_noun	régime_noun
following_propernoun	following_propernoun
yin_noun	yin_noun
aldo_propernoun	aldo_propernoun
dinamitar_verb	dynamiter_verb
torrent_propernoun	torrent_propernoun
autoregeneración_noun	autorégénération_noun
tigresa_noun	tigresse_noun
rumba_noun	rumba_noun
desasimiento_noun	dessaisissement_noun
poner-énfasis-en_verb	mettre-l'accent-sur_verb
ordenar_verb	sommer_verb
francisco-camps_propernoun	francisco-camps_propernoun
noche_noun	nuit_noun
pasar-una-página_verb	tourner-une-page_verb
irresponsablemente_adverb	irresponsablement_adverb
napolitano_propernoun	napolitano_propernoun
escena_noun	scène_noun
en-pleno-apogeo_adverb	en-plein-essor_adverb
en-el-momento-en-que_subordinatingconjunction	au-moment-où_subordinatingconjunction
kim-ki-duk_propernoun	kim-ki-duk_propernoun
anacreonte_propernoun	anacréon_propernoun
guante_noun	gant_noun
sargento_noun	sergent_noun
marisol_propernoun	marisol_propernoun
salivar_verb	saliver_verb
once_numeral	onze_numeral
fruncir_verb	froncer_verb
valor-de-cambio_noun	valeur-d'échange_noun
filosofar_verb	philosopher_verb
murcia_propernoun	murcia_propernoun
desván_noun	combles_noun
acumulación_noun	accumulation_noun
contrato-de-compraventa_noun	contrat-de-vente_noun
quilla_noun	quille_noun
adherir_verb	adhérer_verb
esquife_noun	skiff_noun
nuevamente_adverb	de-nouveau_adverb
en-el-marco-de_preposition	dans-le-cadre-de_preposition
desagradable_adjective	maussade_adjective
merecer_verb	mériter_verb
afincar_verb	établir_verb
ninguno_pronoun	aucun_pronoun
fluido_noun	fluide_noun
inacio_propernoun	inacio_propernoun
intercomunicación_noun	intercommunication_noun
liv_propernoun	liv_propernoun
comportamiento_noun	comportement_noun
aprobar_verb	approuver_verb
pirámide-de-carstensz_propernoun	pyramide-carstensz_propernoun
microcadena_noun	microchaîne_noun
cabo-cañaveral_propernoun	cap-canaveral_propernoun
azkuna_propernoun	azkuna_propernoun
martín_propernoun	martín_propernoun
a-través-de_preposition	à-travers_preposition
prestidigitación_noun	prestidigitation_noun
diego-de-almagro_propernoun	diego-de-almagro_propernoun
uek_propernoun	uek_propernoun
mena_propernoun	mena_propernoun
angustia_noun	détresse_noun
milicia_noun	milice_noun
autobús_noun	bus_noun
akarregi_propernoun	akarregi_propernoun
benoit_propernoun	benoit_propernoun
reafirmar_verb	réaffirmer_verb
conde_propernoun	conde_propernoun
pantxoa_propernoun	pantxoa_propernoun
norteamericano_adjective	nord-américain_adjective
correccional_adjective	correctionnel_adjective
aierbe_propernoun	aierbe_propernoun
por-encima-de_preposition	au-dessus-de_preposition
ancic_propernoun	ancic_propernoun
faz_noun	face_noun
vallejo_propernoun	vallejo_propernoun
osadía_noun	hardiesse_noun
caucchioli_propernoun	caucchioli_propernoun
delincuencia_noun	délinquance_noun
malintencionado_adjective	malintentionné_adjective
greenpeace_propernoun	greenpeace_propernoun
espacio_noun	espace_noun
rock_noun	rock_noun
digitalizado_adjective	numérisé_adjective
lugar-de-nacimiento_noun	lieu-de-naissance_noun
a-pesar-de-que_subordinatingconjunction	lors-même-que_subordinatingconjunction
urtxegi_propernoun	urtxegi_propernoun
ocupante_noun	occupant_noun
amenábar_propernoun	amenábar_propernoun
aerodinámico_adjective	aérodynamique_adjective
anne_propernoun	anne_propernoun
algarada_noun	brouhaha_noun
inmortalidad_noun	immortalité_noun
miguel-ángel-revilla-roiz_propernoun	miguel-ángel-revilla-roiz_propernoun
vertebrar_verb	structurer_verb
arriba_adverb	en-haut_adverb
gran-depresión_propernoun	grand-dépression_propernoun
recientemente_adverb	naguère_adverb
cannabinoide_adjective	cannabinoïde_adjective
liguria_propernoun	ligurie_propernoun
agujero_noun	trou_noun
juzgado-de-lo-social_noun	conseil-des-prud'hommes_noun
domesticación_noun	domestication_noun
casi-siempre_adverb	la-plupart-du-temps_adverb
legarreta_propernoun	legarreta_propernoun
brian_propernoun	brian_propernoun
empeorar_verb	empirer_verb
expresamente_adverb	expressément_adverb
afolabi_propernoun	afolabi_propernoun
vaticinar_verb	vaticiner_verb
aduanero_noun	douanier_noun
pena_noun	peine_noun
lenin_propernoun	lénine_propernoun
cos_noun	cos_noun
falta_noun	faute_noun
considerándolo-todo_adverb	tout-bien-considéré_adverb
diablura_noun	diablerie_noun
contracepción_noun	contraception_noun
muchamiel_propernoun	muchamiel_propernoun
eligibilidad_noun	éligibilité_noun
jamón_noun	jambon_noun
epidemia_noun	épidémie_noun
complicación_noun	complication_noun
puerto-príncipe_propernoun	port-au-prince_propernoun
irún_propernoun	irun_propernoun
asimismo_adverb	également_adverb
entorno_noun	entourage_noun
bilbo_propernoun	bilbao_propernoun
contratación_noun	embauche_noun
con-el-fin-de_preposition	dans-le-but-de_preposition
complementario_adjective	complémentaire_adjective
benoît_propernoun	benoît_propernoun
autoridad_noun	autorité_noun
ese_pronoun	celui-là_pronoun
ese_determiner	celui-là_determiner
ese_demonstrativepronoun	celui-là_demonstrativepronoun
facturar_verb	facturer_verb
yapi_propernoun	yapi_propernoun
asia_propernoun	asie_propernoun
alquitrán_noun	goudron_noun
emancipación_noun	émancipation_noun
judicialmente_adverb	judiciairement_adverb
rubí_propernoun	rubí_propernoun
compresión_noun	compression_noun
árabe_noun	arabe_noun
expediente_noun	dossier_noun
libremail_propernoun	libremail_propernoun
salines_propernoun	salinas_propernoun
maniobra_noun	manoeuvre_noun
musculación_noun	musculation_noun
en_preposition	dans_preposition
ahogar_verb	noyer_verb
land-rover_propernoun	land-rover_propernoun
roge_propernoun	roge_propernoun
paraguayo_noun	paraguayen_noun
karolos-papoulias_propernoun	károlos-papoúlias_propernoun
comer_verb	manger_verb
lieberman_propernoun	lieberman_propernoun
prescripción_noun	prescription_noun
cara_noun	face_noun
fecundidad_noun	fécondité_noun
pegatina_noun	autocollant_noun
stanford_propernoun	stanford_propernoun
estructurado_adjective	structuré_adjective
yard_propernoun	yard_propernoun
santiago_propernoun	santiago_propernoun
romero_noun	romarin_noun
agarrar_verb	saisir_verb
antitabaco_adjective	antitabac_adjective
cuarenta-y-tres_numeral	quarante-trois_numeral
variable_noun	variable_noun
autorizar_verb	autoriser_verb
cd_noun	cd_noun
loco_adjective	fou_adjective
markel_propernoun	markell_propernoun
beneficio_noun	bénéfice_noun
arrojar_verb	lancer_verb
bastidor_noun	châssis_noun
talaiberri_propernoun	talaiberri_propernoun
tutelar_verb	protéger_verb
copar_verb	accaparer_verb
esnowboard_noun	snowboard_noun
vicio_noun	vice_noun
iter_propernoun	iter_propernoun
sexismo_noun	sexisme_noun
a-destiempo_adverb	après-coup_adverb
recoletos_propernoun	recoletos_propernoun
suiza_propernoun	suisse_propernoun
perfil_noun	profil_noun
calentar_verb	échauffer_verb
radiación_noun	radiation_noun
santurtzi_propernoun	santurtzi_propernoun
planeamiento-urbanístico_noun	aménagement-urbain_noun
cheque-al-portador_noun	chèque-au-porteur_noun
anfield_propernoun	anfield_propernoun
matrícula_noun	plaque_noun
héctor_propernoun	hèctor_propernoun
asamblea-plenaria_noun	assemblée-plénière_noun
líquido_adjective	liquide_adjective
venancio_propernoun	venancio_propernoun
conchi_propernoun	conchi_propernoun
gabriel_propernoun	gabriel_propernoun
debe_noun	doit_noun
hrant_propernoun	hrant_propernoun
en-caso-de-urgencia_adverb	en-cas-d'urgence_adverb
kilogramo_noun	kilogramme_noun
mesina_propernoun	messine_propernoun
marfan_propernoun	marfan_propernoun
fiesta_noun	fête_noun
exitoso_adjective	réussi_adjective
mejillón_noun	moule_noun
competir_verb	concourir_verb
urbanización_noun	urbanisation_noun
epidermolisis_noun	épidermolyse_noun
próximamente_adverb	prochainement_adverb
crédito-a-largo-plazo_noun	crédit-à-long-terme_noun
rossell_propernoun	rossell_propernoun
grueso_adjective	gros_adjective
moletta_propernoun	moletta_propernoun
consejo-de-seguridad-de-las-naciones-unidas_propernoun	conseil-de-sécurité-des-nations-unies_propernoun
shinzo_propernoun	shinzo_propernoun
separatista_noun	séparatiste_noun
agnew_propernoun	agnew_propernoun
disociación_noun	dissociation_noun
mal_adverb	mal_adverb
deplorable_adjective	déplorable_adjective
próximo-oriente_propernoun	proche-orient_propernoun
antecedente-penal_noun	casier-judiciaire_noun
portuario_adjective	portuaire_adjective
vasco_adjective	basque_adjective
echar-pulso_verb	faire-un-bras-de-fer_verb
nudo_noun	noeud_noun
lineal_adjective	linéaire_adjective
agatón_propernoun	agathon_propernoun
crónico_adjective	chronique_adjective
inconveniente_adjective	inconvenant_adjective
de-otro-modo_adverb	autrement_adverb
pirineos-orientales_propernoun	pyrénées-orientales_propernoun
real_adjective	réel_adjective
imaginario_adjective	imaginaire_adjective
lenteja_noun	lentille_noun
maxi_propernoun	maxi_propernoun
estadísticamente_adverb	statistiquement_adverb
preciar_verb	estimer_verb
amortización-del-principal_noun	amortissement-du-principal_noun
tasca_noun	taverne_noun
mar-de-china-meridional_propernoun	mer-de-chine-méridionale_propernoun
aconsejar_verb	conseiller_verb
cambio_noun	changement_noun
acrobatico_adjective	acrobatique_adjective
zanjar_verb	résoudre_verb
olmert_propernoun	olmert_propernoun
teriyaki_propernoun	teriyaki_propernoun
italia_propernoun	italie_propernoun
kostas-karamanlis_propernoun	kóstas-karamanlís_propernoun
amutxastegi_propernoun	amutxastegi_propernoun
táctica_noun	tactique_noun
ascendente_adjective	ascendant_adjective
indexación_noun	indexation_noun
radiofónico_adjective	radiophonique_adjective
ola_noun	vague_noun
locomotora_noun	locomotive_noun
pulso_noun	pouls_noun
conductividad_noun	conductivité_noun
imponible_adjective	imposable_adjective
guerra-y-paz_propernoun	guerre-et-paix_propernoun
notoriamente_adverb	notoirement_adverb
recuperación_noun	reprise_noun
telefónico_adjective	téléphonique_adjective
adulto_noun	adulte_noun
gavà_propernoun	gavà_propernoun
ameztoi_propernoun	ameztoi_propernoun
benedicto-xvi_propernoun	benoît-xvi_propernoun
importar-un-bledo_verb	moquer-comme-de-l'an-quarante_verb
deneuve_propernoun	deneuve_propernoun
en-todas-partes_adverb	partout_adverb
blanco_noun	cible_noun
a-menudo_adverb	souvent_adverb
journal_propernoun	journal_propernoun
rubio_adjective	blond_adjective
